coord,Ace2,Adora2a,Aldh1l1,Amigo2,Ano3,Aqp4,Ar,Arhgap36,Avpr1a,Avpr2,Baiap2,Bdnf,Bmp7,Brs3,Calcr,Cbln1,Cbln2,Cckar,Cckbr,Ccnd2,Cd24a,Cdkn1a,Cenpe,Chat,Coch,Col25a1,Cplx3,Cpne5,Creb3l1,Crhbp,Crhr1,Crhr2,Cspg5,Cxcl14,Cyp19a1,Cyp26a1,Cyr61,Dgkk,Ebf3,Egr2,Ermn,Esr1,Etv1,Fbxw13,Fezf1,Fn1,Fst,Gabra1,Gabrg1,Gad1,Galr1,Galr2,Gbx2,Gda,Gem,Gjc3,Glra3,Gpr165,Greb1,Grpr,Htr2c,Igf1r,Igf2r,Irs4,Isl1,Kiss1r,Klf4,Krt90,Lepr,Lmod1,Lpar1,Man1a,Mc4r,Mki67,Mlc1,Myh11,Ndnf,Ndrg1,Necab1,Nos1,Npas1,Npy1r,Npy2r,Ntng1,Ntsr1,Nup62cl,Omp,Onecut2,Opalin,Oprd1,Oprk1,Oprl1,Oxtr,Pak3,Pcdh11x,Pdgfra,Pgr,Plin3,Pnoc,Pou3f2,Prlr,Ramp3,Rgs2,Rgs5,Rnd3,Rxfp1,Scgn,Selplg,Sema3c,Sema4d,Serpinb1b,Serpine1,Sgk1,Slc15a3,Slc17a6,Slc17a7,Slc17a8,Slc18a2,Slco1a4,Sox4,Sox6,Sox8,Sp9,Synpr,Syt2,Syt4,Sytl4,Tacr1,Tacr3,Tiparp,Tmem108,Traf4,Trhr,Ttn,Ttyh2,Adcyap1,Cartpt,Cck,Crh,Gal,Gnrh1,Mbp,Nnat,Nts,Oxt,Penk,Scg2,Sln,Sst,Tac1,Tac2,Th,Trh,Ucn3,Vgf,Ambiguous,ODImmature2,Ambiguous ODImmature2
59x59,0.0,0.597533596,13.919115063000001,6.46547599,0.0,23.40001133,11.196599914,37.46503941,3.701213775,0.0,12.383679156,5.2952033279999995,8.283604066999999,0.597533596,14.53459731,0.597533596,17.453979982,5.975414182,2.307413224,4.697648693,8.549266197,1.195078217,3.1622911659999997,0.85494057,0.0,23.002569573,0.85494057,2.050018787,1.792608143,0.0,1.195078217,1.452474166,36.874906144,24.595089547,0.0,0.0,6.490995924,14.091962222,0.0,0.0,0.0,0.0,2.307413224,1.850624412,1.195078217,0.0,1.452474166,16.715557778,8.539559535,78.261607248,0.0,0.85494057,1.850624412,2.705564982,0.85494057,2.904957845,3.303098578,10.084566148,0.597533596,1.452474166,3.5853237,5.46968392,10.482762079,8.88948589,0.0,2.647548713,0.0,5.636055354,0.85494057,0.0,1.452474166,0.85494057,0.85494057,18.111095874,25.309044507999996,0.0,0.85494057,11.080312411,10.75709426,2.050018787,5.636055354,1.452474166,34.64458112,0.0,0.0,0.597533596,3.502487771,0.597533596,0.0,0.0,3.5605040399999996,19.247267053,0.0,30.665536441,10.740110302,36.32281982,10.506706515,0.597533596,5.153687941,0.0,5.984575239,0.0,6.946312819999999,1.195078217,5.353112183,1.709879628,0.0,0.0,0.0,9.229687999,6.831133571,7.345934981999999,4.498173125,1.195078217,39.098173482,0.0,0.0,9.254157884,0.0,5.2952033279999995,5.636055354,22.036569641,0.85494057,3.701213775,0.597533596,22.723151726,0.85494057,5.377933695,1.792608143,11.27156635,10.789027098,5.212381504,0.0,2.987769065,0.85494057,0.077603767,0.000251059,0.002849356,0.044866713,0.0,0.041904707,0.0,0.0,0.0,0.0,0.23968735399999996,0.0,0.903527186,0.0,0.212284288,0.048426205,1.517090643,0.490390247,0.0,0.071112284,2.0,2.0,"[[0, 4], [1, 2]]"
60x60,0.0,0.597533596,36.190989823,3.045702629,0.0,59.55525722,1.792608143,11.314856824,3.701213775,0.0,9.818921586,3.5853237,7.428663497,0.597533596,0.0,0.597533596,11.469404743,5.975414182,5.22340758,2.987769065,32.38105052,5.820952201,19.100469796000002,0.0,0.0,22.147629003,0.0,1.195078217,1.792608143,0.0,1.195078217,0.597533596,21.487885534,23.740148977,0.0,0.0,5.636055354,11.527204652,0.0,0.0,0.0,0.0,0.597533596,1.850624412,1.195078217,0.0,0.597533596,13.647024089,8.539559535,76.55172762000001,0.0,0.0,1.850624412,1.850624412,0.0,1.195078217,2.448158008,2.390158475,0.597533596,0.597533596,3.5853237,15.071551957,3.643232555,1.195078217,0.0,1.792608143,0.0,5.636055354,0.0,0.0,5.22340758,0.0,0.0,11.27156635,79.10587201,0.0,0.0,13.492579935,10.75709426,1.195078217,5.636055354,0.597533596,9.85169148,0.0,0.0,0.597533596,1.792608143,0.597533596,0.0,0.0,1.850624412,14.117697181,0.0,21.26154467,3.045702629,8.96322642,7.941948945,0.597533596,4.298747371,0.0,0.0,0.0,6.091372249999999,1.195078217,3.643232555,0.0,0.0,0.0,0.0,2.390158475,6.831133571,5.636055354,17.519706295,1.195078217,18.580267782,0.0,0.0,9.254157884,9.251797048,3.5853237,5.636055354,16.051994402000002,0.0,3.701213775,0.597533596,15.883622202000002,0.0,5.377933695,1.792608143,11.27156635,9.07914747,1.792608143,0.0,2.987769065,23.12681533,0.066001952,0.015144392999999999,0.037977222,0.084216362,0.0,0.071956352,0.0,0.452947761,0.0,0.157891858,0.16334854399999998,0.0,1.458501795,0.013323,0.150591368,0.038933449999999994,1.411152084,0.499826737,0.021645908,0.071112284,2.0,2.0,"[[0, 4], [1, 3]]"
61x61,0.0,2.530249538,13.064174493000001,10.776421416,0.0,24.477786702000003,5.658024378,10.554399075,3.701213775,0.0,9.818921586,3.5853237,9.361379439,0.597533596,0.0,0.597533596,13.402120685,5.975414182,0.597533596,6.8531853,0.0,1.195078217,0.597533596,0.0,5.79813837,24.080344945,1.932715942,1.195078217,1.792608143,0.0,1.195078217,0.597533596,58.210344954,27.605565212000002,1.932715942,1.932715942,5.636055354,15.392620887,0.0,0.0,0.0,17.3950088,2.530249538,1.850624412,1.195078217,0.0,0.597533596,10.953866047,8.539559535,93.94673642000001,0.0,0.0,1.850624412,1.850624412,0.0,22.453788666999998,14.043211028,4.3228744169999995,0.597533596,0.597533596,3.5853237,3.127794159,3.643232555,22.453788666999998,0.0,5.658024378,1.932715942,5.636055354,0.0,0.0,0.597533596,0.0,0.0,20.935071917000002,25.531880821999998,0.0,0.0,6.173498829,20.420599827,1.195078217,5.636055354,0.597533596,9.85169148,0.0,0.0,0.597533596,1.792608143,2.530249538,0.0,0.0,1.850624412,25.712750201,0.0,40.58979499,10.776421416,68.87482537,13.740087315,0.597533596,6.231463313,0.0,0.0,0.0,9.956788484999999,1.195078217,7.5086487900000005,1.932715942,0.0,0.0,0.0,8.188296845,6.831133571,5.636055354,5.575948497,1.195078217,18.580267782,0.0,0.0,9.254157884,0.0,3.5853237,11.434193724,23.782713189000003,0.0,7.56663001,0.597533596,17.816338144000003,3.865416235,5.377933695,5.658024378,11.27156635,12.944563705,9.52332693,0.0,2.987769065,0.0,0.066001952,0.000251059,0.002849356,0.024369789,0.018385249,0.041904707,0.0,0.0,0.183308543,0.0,0.18122671299999998,0.146909104,0.7100005170000001,0.0,0.147753149,0.031442573,1.411152084,0.490390247,0.001931591,0.071112284,2.0,2.0,"[[0, 4], [1, 4]]"
62x62,0.0,0.597533596,25.774364043,6.46547599,0.0,37.86512703,11.196599914,42.090913394000005,3.701213775,0.0,6.747623802,5.2952033279999995,2.647548713,0.597533596,14.53459731,0.597533596,17.453979982,5.975414182,6.933287207999999,4.697648693,40.930316717000004,5.820952201,21.665227366,0.85494057,0.0,23.002569573,0.85494057,2.050018787,1.792608143,0.0,1.195078217,1.452474166,25.603339794,2.050018787,0.0,0.0,0.85494057,14.091962222,0.0,0.0,0.0,0.0,2.307413224,1.850624412,1.195078217,0.0,1.452474166,21.341431762,8.539559535,72.625551894,0.0,0.85494057,1.850624412,2.705564982,0.85494057,2.904957845,3.303098578,10.084566148,0.597533596,1.452474166,3.5853237,19.34615766,10.482762079,8.88948589,0.0,2.647548713,0.0,0.0,0.85494057,0.0,6.07834815,0.85494057,0.85494057,6.839529524,63.905569598,0.0,0.85494057,20.332109459,10.75709426,2.050018787,0.0,1.452474166,34.64458112,0.0,0.0,0.597533596,3.502487771,0.597533596,0.0,0.0,3.5605040399999996,13.611211699000002,0.0,30.665536441,10.740110302,36.32281982,10.506706515,0.597533596,5.153687941,0.0,5.984575239,0.0,6.946312819999999,1.195078217,5.353112183,1.709879628,0.0,0.0,0.0,9.229687999,1.195078217,1.709879628,18.374646865,1.195078217,39.098173482,0.0,0.0,9.254157884,9.251797048,5.2952033279999995,0.0,10.765003291,0.85494057,3.701213775,0.597533596,22.723151726,0.85494057,5.377933695,1.792608143,0.0,10.789027098,5.212381504,0.0,2.987769065,23.9817559,0.077603767,0.015144392999999999,0.035127866,0.101239342,0.0,0.030051645,0.0,0.452947761,0.0,0.157891858,0.23968735399999996,0.0,1.347470633,0.013323,0.22124254799999998,0.036482271,1.509203048,0.00943649,0.021645908,0.071112284,2.0,2.0,"[[0, 4], [2, 3]]"
63x63,0.0,2.530249538,2.647548713,14.196194776999999,0.0,2.787656512,15.062016149,41.330455645,3.701213775,0.0,6.747623802,5.2952033279999995,4.580264655,0.597533596,14.53459731,0.597533596,19.386695924,5.975414182,2.307413224,8.563064928,8.549266197,1.195078217,3.1622911659999997,0.85494057,5.79813837,24.935285515,2.787656512,2.050018787,1.792608143,0.0,1.195078217,1.452474166,62.325799214,5.9154350220000005,1.932715942,1.932715942,0.85494057,17.957378457,0.0,0.0,0.0,17.3950088,4.240129166,1.850624412,1.195078217,0.0,1.452474166,18.648273720000002,8.539559535,90.020560694,0.0,0.85494057,1.850624412,2.705564982,0.85494057,24.163668295,14.898151598,12.01728209,0.597533596,1.452474166,3.5853237,7.402399861999999,10.482762079,30.14819634,0.0,6.5129649480000005,1.932715942,0.0,0.85494057,0.0,1.452474166,0.85494057,0.85494057,16.503035091,10.331578409999999,0.0,0.85494057,13.013028353,20.420599827,2.050018787,0.0,1.452474166,34.64458112,0.0,0.0,0.597533596,3.502487771,2.530249538,0.0,0.0,3.5605040399999996,25.206264719000004,0.0,49.993786760999996,18.470829089,96.23441876999999,16.304844885,0.597533596,7.086403883,0.0,5.984575239,0.0,10.811729054999999,1.195078217,9.218528418,3.64259557,0.0,0.0,0.0,15.027826369,1.195078217,1.709879628,6.430889067,1.195078217,39.098173482,0.0,0.0,9.254157884,0.0,5.2952033279999995,5.79813837,18.495722078,0.85494057,7.56663001,0.597533596,24.655867668000003,4.720356805,5.377933695,5.658024378,0.0,14.654443333,12.943100291,0.0,2.987769065,0.85494057,0.077603767,0.000251059,0.0,0.041392768999999996,0.018385249,0.0,0.0,0.0,0.183308543,0.0,0.25756552299999996,0.146909104,0.5989693549999999,0.0,0.21840432899999998,0.028991394,1.509203048,0.0,0.001931591,0.071112284,2.0,2.0,"[[0, 4], [2, 4]]"
64x64,0.0,2.530249538,24.919423473,10.776421416,0.0,38.942902402,5.658024378,15.180273059,3.701213775,0.0,4.182866232,3.5853237,3.725324085,0.597533596,0.0,0.597533596,13.402120685,5.975414182,5.22340758,6.8531853,32.38105052,5.820952201,19.100469796000002,0.0,5.79813837,24.080344945,1.932715942,1.195078217,1.792608143,0.0,1.195078217,0.597533596,46.938778604,5.060494452,1.932715942,1.932715942,0.0,15.392620887,0.0,0.0,0.0,17.3950088,2.530249538,1.850624412,1.195078217,0.0,0.597533596,15.579740031,8.539559535,88.310681066,0.0,0.0,1.850624412,1.850624412,0.0,22.453788666999998,14.043211028,4.3228744169999995,0.597533596,0.597533596,3.5853237,17.004267899000002,3.643232555,22.453788666999998,0.0,5.658024378,1.932715942,0.0,0.0,0.0,5.22340758,0.0,0.0,9.663505567,64.128405912,0.0,0.0,15.425295877,20.420599827,1.195078217,0.0,0.597533596,9.85169148,0.0,0.0,0.597533596,1.792608143,2.530249538,0.0,0.0,1.850624412,20.076694847,0.0,40.58979499,10.776421416,68.87482537,13.740087315,0.597533596,6.231463313,0.0,0.0,0.0,9.956788484999999,1.195078217,7.5086487900000005,1.932715942,0.0,0.0,0.0,8.188296845,1.195078217,0.0,19.452422237,1.195078217,18.580267782,0.0,0.0,9.254157884,9.251797048,3.5853237,5.79813837,12.511146839,0.0,7.56663001,0.597533596,17.816338144000003,3.865416235,5.377933695,5.658024378,0.0,12.944563705,9.52332693,0.0,2.987769065,23.12681533,0.066001952,0.015144392999999999,0.035127866,0.080742418,0.018385249,0.030051645,0.0,0.452947761,0.183308543,0.157891858,0.18122671299999998,0.146909104,1.153943964,0.013323,0.156711409,0.019498638999999998,1.4032644890000001,0.00943649,0.023577499,0.071112284,2.0,2.0,"[[0, 4], [3, 4]]"
65x65,0.0,6.908060806,12.920920402,1.649354052,0.0,43.527949233,1.726967738,4.510669168,0.0,0.0,5.636055354,0.0,9.090053173,0.0,0.0,3.685975353,3.37632179,0.0,0.824693815,3.453997819,1.726967738,31.33702035,4.948123813,0.0,1.649354052,0.0,0.0,0.0,2.47408148,0.0,0.0,0.0,23.154946535,30.509737747000003,0.0,0.0,23.136974227,0.824693815,0.824693815,0.0,3.685975353,0.0,0.824693815,0.0,0.0,10.36318298,1.726967738,0.0,0.0,6.460749169,0.0,0.0,0.0,0.0,0.0,11.05868637,0.0,5.025696072000001,0.0,0.824693815,0.0,8.789327223999999,4.278691634,0.0,0.0,0.0,7.732754621,6.460749169,1.726967738,0.824693815,3.685975353,7.499795012,0.0,37.662068860000005,30.104025129999997,8.634961864,0.0,16.239704252,0.0,0.0,5.636055354,1.726967738,1.726967738,0.0,0.0,3.453997819,1.726967738,1.726967738,0.0,0.824693815,0.824693815,7.285409405999999,0.0,6.1600568330000005,3.685975353,8.557414858,0.0,6.830371934,0.0,1.649354052,0.824693815,0.0,2.47408148,0.0,1.726967738,0.0,0.0,50.30976198,0.0,4.948123813,7.363023092,13.368809975,38.17305726,3.37632179,4.201049218,0.0,0.824693815,0.0,3.685975353,9.536363570999999,8.110136834,18.643388622,0.0,0.0,4.948123813,0.0,0.0,0.0,0.0,12.998534088,1.649354052,0.0,0.0,0.0,33.764660374,0.038452727,0.089459274,0.07478747399999999,0.103695798,0.00197471,0.07769539,0.512899224,0.0,0.0,0.0,0.096985785,0.0,0.787621862,0.0,0.016546384,0.059854492999999995,0.868831412,0.518427849,0.023129424000000003,0.0,2.0,2.0,"[[1, 2], [0, 1]]"
66x66,0.0,6.908060806,2.504294622,5.069127413,0.0,21.837819043,11.130959509,35.286725738,0.0,0.0,2.56475757,1.709879628,4.308938389,0.0,14.53459731,3.685975353,9.360897029,0.0,2.534573443,5.163877447,10.276233935,31.33702035,7.512881383,0.85494057,1.649354052,0.85494057,0.85494057,0.85494057,2.47408148,0.0,0.0,0.85494057,27.270400795,8.819607557,0.0,0.0,18.355859443,3.389451385,0.824693815,0.0,3.685975353,0.0,2.534573443,0.0,0.0,10.36318298,2.581908308,7.694407673,0.0,2.534573443,0.0,0.85494057,0.0,0.85494057,0.85494057,12.768565998,0.85494057,12.720103745,0.0,1.679634385,0.0,13.063932927,11.118221158,7.694407673,0.0,0.85494057,7.732754621,0.824693815,2.581908308,0.824693815,4.540915923,8.354735582,0.85494057,33.230032034000004,14.903722718,8.634961864,0.85494057,23.079233776,0.0,0.85494057,0.0,2.581908308,26.519857377999998,0.0,0.0,3.453997819,3.436847366,1.726967738,0.0,0.824693815,2.534573443,6.778923924000001,0.0,15.564048604,11.380383026,35.917008258,2.56475757,6.830371934,0.85494057,1.649354052,6.809269054,0.0,3.3290220500000003,0.0,3.436847366,1.709879628,0.0,50.30976198,0.0,11.787653336999998,1.726967738,9.442634249,39.02799783,3.37632179,24.718954918,0.0,0.824693815,0.0,3.685975353,11.246243198999998,2.47408148,13.356397511,0.85494057,0.0,4.948123813,6.839529524,0.85494057,0.0,0.0,1.726967738,3.35923368,3.419773361,0.0,0.0,34.619600944,0.050054542,0.089459274,0.071938118,0.120718778,0.00197471,0.035790683,0.512899224,0.0,0.0,0.0,0.173324595,0.0,0.6765907,0.0,0.08719756399999999,0.057403314,0.966882376,0.028037602,0.023129424000000003,0.0,2.0,2.0,"[[1, 2], [0, 2]]"
67x67,0.0,6.908060806,24.776169382,1.649354052,0.0,57.993064933,1.726967738,9.136543152,0.0,0.0,0.0,0.0,3.453997819,0.0,0.0,3.685975353,3.37632179,0.0,5.450567799,3.453997819,34.108018258,35.962894334,23.451060013,0.0,1.649354052,0.0,0.0,0.0,2.47408148,0.0,0.0,0.0,11.883380185,7.964666986999999,0.0,0.0,17.500918873,0.824693815,0.824693815,0.0,3.685975353,0.0,0.824693815,0.0,0.0,10.36318298,1.726967738,4.625873984,0.0,0.824693815,0.0,0.0,0.0,0.0,0.0,11.05868637,0.0,5.025696072000001,0.0,0.824693815,0.0,22.665800964,4.278691634,0.0,0.0,0.0,7.732754621,0.824693815,1.726967738,0.824693815,8.311849337,7.499795012,0.0,26.39050251,68.70055022,8.634961864,0.0,25.4915013,0.0,0.0,0.0,1.726967738,1.726967738,0.0,0.0,3.453997819,1.726967738,1.726967738,0.0,0.824693815,0.824693815,1.649354052,0.0,6.1600568330000005,3.685975353,8.557414858,0.0,6.830371934,0.0,1.649354052,0.824693815,0.0,2.47408148,0.0,1.726967738,0.0,0.0,50.30976198,0.0,4.948123813,1.726967738,7.732754621,52.049531,3.37632179,4.201049218,0.0,0.824693815,0.0,12.937772401,9.536363570999999,2.47408148,7.371822272,0.0,0.0,4.948123813,0.0,0.0,0.0,0.0,1.726967738,1.649354052,0.0,0.0,0.0,56.891475704,0.038452727,0.104352608,0.107065984,0.160068427,0.00197471,0.06584232799999999,0.512899224,0.452947761,0.0,0.157891858,0.096985785,0.0,1.231565309,0.013323,0.025504644,0.047910559,0.860943817,0.037474092,0.044775332,0.0,2.0,2.0,"[[1, 2], [0, 3]]"
68x68,0.0,8.840776748,1.649354052,9.380072839,0.0,22.915594415,5.5923839730000005,8.376085403,0.0,0.0,0.0,0.0,5.386713761,0.0,0.0,3.685975353,5.309037732,0.0,0.824693815,7.319414054,1.726967738,31.33702035,4.948123813,0.0,7.447492422,1.932715942,1.932715942,0.0,2.47408148,0.0,0.0,0.0,48.605839605,11.830083221999999,1.932715942,1.932715942,17.500918873,4.69011005,0.824693815,0.0,3.685975353,17.3950088,2.757409757,0.0,0.0,10.36318298,1.726967738,1.932715942,0.0,18.219702615,0.0,0.0,0.0,0.0,0.0,32.31739682,11.59505302,6.958412014,0.0,0.824693815,0.0,10.722043165999999,4.278691634,21.25871045,0.0,3.865416235,9.665470563,0.824693815,1.726967738,0.824693815,3.685975353,7.499795012,0.0,36.054008077,15.126559032,8.634961864,0.0,18.172420194,9.663505567,0.0,0.0,1.726967738,1.726967738,0.0,0.0,3.453997819,1.726967738,3.6596836799999997,0.0,0.824693815,0.824693815,13.244407072,0.0,25.488307153,11.41669414,68.469013808,5.79813837,6.830371934,1.932715942,1.649354052,0.824693815,0.0,6.339497715,0.0,5.5923839730000005,1.932715942,0.0,50.30976198,0.0,10.746262182999999,1.726967738,7.732754621,40.105773202,3.37632179,4.201049218,0.0,0.824693815,0.0,3.685975353,9.536363570999999,8.27221985,15.102541059,0.0,3.865416235,4.948123813,1.932715942,3.865416235,0.0,3.865416235,1.726967738,5.514770287,7.730718787,0.0,0.0,33.764660374,0.038452727,0.089459274,0.071938118,0.100221854,0.020359959,0.035790683,0.512899224,0.0,0.183308543,0.0,0.114863954,0.146909104,0.483064031,0.0,0.022666425,0.040419682,0.860943817,0.028037602,0.025061015000000002,0.0,2.0,2.0,"[[1, 2], [0, 4]]"
69x69,0.0,6.908060806,12.12650692,3.419773361,0.0,43.558195987999994,11.130959509,34.462031923,0.0,0.0,8.200812924,1.709879628,9.944993743,0.0,14.53459731,3.685975353,7.711542977,0.0,1.709879628,5.163877447,10.276233935,0.0,2.56475757,0.85494057,0.0,0.85494057,0.85494057,0.85494057,0.0,0.0,0.0,0.85494057,37.71727333,30.539984502,0.0,0.0,23.991914797,2.56475757,0.0,0.0,3.685975353,0.0,1.709879628,0.0,0.0,10.36318298,2.581908308,7.694407673,0.0,7.345934981999999,0.0,0.85494057,0.0,0.85494057,0.85494057,12.768565998,0.85494057,9.421375411,0.0,0.85494057,0.0,11.414578875,10.293527343,7.694407673,0.0,0.85494057,6.908060806,5.636055354,2.581908308,0.0,4.540915923,2.581908308,0.85494057,18.111095874,18.620061667999998,8.634961864,0.85494057,23.079233776,0.0,0.85494057,5.636055354,2.581908308,26.519857377999998,0.0,0.0,3.453997819,3.436847366,1.726967738,0.0,0.0,1.709879628,10.765625226000001,0.0,13.089967124,11.380383026,34.267654206,2.56475757,5.181017882,0.85494057,0.0,5.984575239,0.0,0.85494057,0.0,3.436847366,1.709879628,0.0,0.0,0.0,6.839529524,7.363023092,14.253995788,26.65896469,1.726967738,22.244873438,0.0,0.0,0.0,3.685975353,7.122822719,5.636055354,24.627963860999998,0.85494057,0.0,0.0,6.839529524,0.85494057,0.0,0.0,12.998534088,1.709879628,3.419773361,0.0,0.0,33.794907128999995,0.02493857,0.089459274,0.043226271,0.09668285700000001,0.0,0.07769539,0.512899224,0.0,0.0,0.0,0.173324595,0.0,1.132150324,0.0,0.08719756399999999,0.078785002,0.688032347,0.490390247,0.019736348,0.0,2.0,2.0,"[[1, 2], [1, 2]]"
70x70,0.0,6.908060806,34.39838168,0.0,0.0,79.713441878,1.726967738,8.311849337,0.0,0.0,5.636055354,0.0,9.090053173,0.0,0.0,3.685975353,1.726967738,0.0,4.625873984,3.453997819,34.108018258,4.625873984,18.5029362,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.33025272,29.685043932,0.0,0.0,23.136974227,0.0,0.0,0.0,3.685975353,0.0,0.0,0.0,0.0,10.36318298,1.726967738,4.625873984,0.0,5.636055354,0.0,0.0,0.0,0.0,0.0,11.05868637,0.0,1.726967738,0.0,0.0,0.0,21.016446912,3.453997819,0.0,0.0,0.0,6.908060806,5.636055354,1.726967738,0.0,8.311849337,1.726967738,0.0,11.27156635,72.41688917,8.634961864,0.0,25.4915013,0.0,0.0,5.636055354,1.726967738,1.726967738,0.0,0.0,3.453997819,1.726967738,1.726967738,0.0,0.0,0.0,5.636055354,0.0,3.685975353,3.685975353,6.908060806,0.0,5.181017882,0.0,0.0,0.0,0.0,0.0,0.0,1.726967738,0.0,0.0,0.0,0.0,0.0,7.363023092,12.54411616,39.68049786,1.726967738,1.726967738,0.0,0.0,0.0,12.937772401,5.412943091,5.636055354,18.643388622,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.998534088,0.0,0.0,0.0,0.0,56.066781889,0.013336755,0.104352608,0.07835413699999999,0.136032506,0.0,0.107747035,0.512899224,0.452947761,0.0,0.157891858,0.096985785,0.0,1.687124933,0.013323,0.025504644,0.069292247,0.582093788,0.499826737,0.041382256,0.0,2.0,2.0,"[[1, 2], [1, 3]]"
71x71,0.0,8.840776748,11.27156635,7.730718787,0.0,44.63597136,5.5923839730000005,7.5513915879999995,0.0,0.0,5.636055354,0.0,11.022769115,0.0,0.0,3.685975353,3.6596836799999997,0.0,0.0,7.319414054,1.726967738,0.0,0.0,0.0,5.79813837,1.932715942,1.932715942,0.0,0.0,0.0,0.0,0.0,59.05271214,33.550460167,1.932715942,1.932715942,23.136974227,3.865416235,0.0,0.0,3.685975353,17.3950088,1.932715942,0.0,0.0,10.36318298,1.726967738,1.932715942,0.0,23.031064154,0.0,0.0,0.0,0.0,0.0,32.31739682,11.59505302,3.6596836799999997,0.0,0.0,0.0,9.072689114,3.453997819,21.25871045,0.0,3.865416235,8.840776748,5.636055354,1.726967738,0.0,3.685975353,1.726967738,0.0,20.935071917000002,18.842897982,8.634961864,0.0,18.172420194,9.663505567,0.0,5.636055354,1.726967738,1.726967738,0.0,0.0,3.453997819,1.726967738,3.6596836799999997,0.0,0.0,0.0,17.231108374,0.0,23.014225673,11.41669414,66.819659756,5.79813837,5.181017882,1.932715942,0.0,0.0,0.0,3.865416235,0.0,5.5923839730000005,1.932715942,0.0,0.0,0.0,5.79813837,7.363023092,12.54411616,27.736740062000003,1.726967738,1.726967738,0.0,0.0,0.0,3.685975353,5.412943091,11.434193724,26.374107409,0.0,3.865416235,0.0,1.932715942,3.865416235,0.0,3.865416235,12.998534088,3.865416235,7.730718787,0.0,0.0,32.939966559,0.013336755,0.089459274,0.043226271,0.07618593300000001,0.018385249,0.07769539,0.512899224,0.0,0.183308543,0.0,0.114863954,0.146909104,0.938623655,0.0,0.022666425,0.06180137,0.582093788,0.490390247,0.021667939,0.0,2.0,2.0,"[[1, 2], [1, 4]]"
72x72,0.0,6.908060806,23.9817559,3.419773361,0.0,58.023311688,11.130959509,39.087905907,0.0,0.0,2.56475757,1.709879628,4.308938389,0.0,14.53459731,3.685975353,7.711542977,0.0,6.3357536119999995,5.163877447,42.657284455,4.625873984,21.06769377,0.85494057,0.0,0.85494057,0.85494057,0.85494057,0.0,0.0,0.0,0.85494057,26.44570698,7.994913742,0.0,0.0,18.355859443,2.56475757,0.0,0.0,3.685975353,0.0,1.709879628,0.0,0.0,10.36318298,2.581908308,12.320281656999999,0.0,1.709879628,0.0,0.85494057,0.0,0.85494057,0.85494057,12.768565998,0.85494057,9.421375411,0.0,0.85494057,0.0,25.291052614999998,10.293527343,7.694407673,0.0,0.85494057,6.908060806,0.0,2.581908308,0.0,9.166789907,2.581908308,0.85494057,6.839529524,57.216586758000005,8.634961864,0.85494057,32.331030823999996,0.0,0.85494057,0.0,2.581908308,26.519857377999998,0.0,0.0,3.453997819,3.436847366,1.726967738,0.0,0.0,1.709879628,5.129569872,0.0,13.089967124,11.380383026,34.267654206,2.56475757,5.181017882,0.85494057,0.0,5.984575239,0.0,0.85494057,0.0,3.436847366,1.709879628,0.0,0.0,0.0,6.839529524,1.726967738,8.617940434,40.53543843,1.726967738,22.244873438,0.0,0.0,0.0,12.937772401,7.122822719,0.0,13.356397511,0.85494057,0.0,0.0,6.839529524,0.85494057,0.0,0.0,1.726967738,1.709879628,3.419773361,0.0,0.0,56.921722458999994,0.02493857,0.104352608,0.07550478099999999,0.15305548600000002,0.0,0.06584232799999999,0.512899224,0.452947761,0.0,0.157891858,0.173324595,0.0,1.576093771,0.013323,0.09615582399999999,0.066841068,0.680144752,0.00943649,0.041382256,0.0,2.0,2.0,"[[1, 2], [2, 3]]"
