coord,Ace2,Adora2a,Aldh1l1,Amigo2,Ano3,Aqp4,Ar,Arhgap36,Avpr1a,Avpr2,Baiap2,Bdnf,Bmp7,Brs3,Calcr,Cbln1,Cbln2,Cckar,Cckbr,Ccnd2,Cd24a,Cdkn1a,Cenpe,Chat,Coch,Col25a1,Cplx3,Cpne5,Creb3l1,Crhbp,Crhr1,Crhr2,Cspg5,Cxcl14,Cyp19a1,Cyp26a1,Cyr61,Dgkk,Ebf3,Egr2,Ermn,Esr1,Etv1,Fbxw13,Fezf1,Fn1,Fst,Gabra1,Gabrg1,Gad1,Galr1,Galr2,Gbx2,Gda,Gem,Gjc3,Glra3,Gpr165,Greb1,Grpr,Htr2c,Igf1r,Igf2r,Irs4,Isl1,Kiss1r,Klf4,Krt90,Lepr,Lmod1,Lpar1,Man1a,Mc4r,Mki67,Mlc1,Myh11,Ndnf,Ndrg1,Necab1,Nos1,Npas1,Npy1r,Npy2r,Ntng1,Ntsr1,Nup62cl,Omp,Onecut2,Opalin,Oprd1,Oprk1,Oprl1,Oxtr,Pak3,Pcdh11x,Pdgfra,Pgr,Plin3,Pnoc,Pou3f2,Prlr,Ramp3,Rgs2,Rgs5,Rnd3,Rxfp1,Scgn,Selplg,Sema3c,Sema4d,Serpinb1b,Serpine1,Sgk1,Slc15a3,Slc17a6,Slc17a7,Slc17a8,Slc18a2,Slco1a4,Sox4,Sox6,Sox8,Sp9,Synpr,Syt2,Syt4,Sytl4,Tacr1,Tacr3,Tiparp,Tmem108,Traf4,Trhr,Ttn,Ttyh2,Adcyap1,Cartpt,Cck,Crh,Gal,Gnrh1,Mbp,Nnat,Nts,Oxt,Penk,Scg2,Sln,Sst,Tac1,Tac2,Th,Trh,Ucn3,Vgf,Pericytes,Excitatory,permutationTracker
63x63,0.360786525,0.0,0.721591065,37.4418169,3.264129213,1.271299537,5.6178033,13.967139509,0.360786525,0.360786525,12.751658098,2.714461301,1.820979954,1.082380077,13.899942381999999,21.02150575,33.420417303,2.193197418,8.194518422000002,8.503077504,4.431890998,7.472096051,0.360786525,0.0,0.721591065,6.0297641120000005,0.750048159,10.55846068,0.721591065,0.0,0.360786525,2.525494163,18.134958863999998,2.353662271,0.910513012,0.0,3.092256917,10.290576264999999,0.0,0.0,0.360786525,0.0,16.559959194999998,0.910513012,0.360786525,89.99679842,5.640502478,14.527128923,9.076561873,22.36684082,8.298223906,0.721591065,0.0,0.721591065,0.360786525,1.082380077,1.443149259,38.204070384,0.750048159,0.0,0.721591065,20.974230624,19.474749196999998,38.175632365,9.248384196,0.0,4.471879713,1.082380077,1.660561171,33.209626269,0.910513012,6.235858783,5.279715953,0.721591065,11.280051745,160.19251332,0.0,13.330997288999999,15.050508865000001,0.360786525,0.0,6.717272628,1.110834684,0.750048159,1.110834684,0.0,2.610911044,22.150233546000003,0.360786525,0.721591065,1.443149259,24.136592036,0.721591065,34.334185536999996,14.43121066,0.0,7.083664242,6.48175904,1.443149259,0.360786525,23.62087819,0.0,0.360786525,0.910513012,3.46450946,1.992893089,1.110834684,5.279715953,3.968668243,18.134958863999998,0.360786525,3.321095036,6.0526333999999995,0.721591065,47.653225735,0.0,0.0,0.910513012,3.360970816,2.193197418,0.360786525,0.360786525,0.721591065,0.0,3.264129213,28.336560436,0.0,9.958785077,6.36209603,8.166048861,2.714461301,2.021347696,0.721591065,0.0,1.992893089,0.0,0.142533972,0.005710578,0.035289239,0.081390929,0.073752767,0.023449476,0.061778678,0.0,0.0,0.20994695300000002,0.298613759,0.336756231,0.0,0.045796057,0.149637708,1.135488071,0.743130894,0.002601846,0.0,2.0,2.0,"[[0, 4], [2, 4]]"
64x64,0.360786525,0.0,0.721591065,38.321090444,4.143402757,3.029907592,10.89361638,8.687423556,0.360786525,0.360786525,10.986067659,6.231668379,1.820979954,1.961653621,13.899942381999999,15.738858149999999,36.054442125,3.0724709619999997,4.673410524,9.382351048,5.311164542,8.351369595,1.240060069,0.0,1.600864609,15.697819499,1.629321703,8.792870241,2.48019912,0.0,1.240060069,2.525494163,12.852311264,3.2329358150000003,0.910513012,0.0,4.850864972,10.290576264999999,0.0,0.0,1.240060069,0.879273544,0.721591065,1.7897865560000001,2.1193945800000002,89.99679842,0.360786525,4.847941787,3.79684592,22.36684082,17.091094147,0.721591065,0.879273544,27.976896085,1.240060069,1.961653621,10.2360195,9.160613144,0.750048159,0.879273544,1.600864609,21.853504168,7.1535881450000005,7.373555009,3.968668243,2.63789366,4.471879713,1.082380077,1.660561171,34.088899813,0.910513012,7.115132327,1.758608055,0.721591065,0.721591065,160.19251332,0.879273544,23.004328832,9.770792912000001,1.240060069,0.0,7.596546172,1.990108228,2.508656214,1.990108228,0.0,4.369519099,13.350380921000001,0.360786525,5.1180639590000006,2.322422803,17.971555449,0.721591065,24.642541277,14.43121066,0.879273544,6.2004211830000004,6.48175904,2.322422803,0.360786525,12.178982954,1.758608055,5.636599605,0.910513012,4.3437830040000005,1.992893089,1.110834684,0.879273544,3.968668243,11.972971078,0.360786525,5.079703091,6.0526333999999995,2.48019912,13.32554126,0.0,0.0,0.910513012,3.360970816,4.831091078,1.240060069,0.360786525,0.721591065,9.673331543,3.264129213,16.889134219,0.0,9.958785077,1.961653621,5.524226568,3.593734845,2.021347696,4.238798143,0.0,1.992893089,0.0,0.10411773999999999,0.005710578,0.08225866600000001,0.078810091,0.073752767,0.001710878,0.008975219,0.0,0.0,0.210039934,0.0,1.030625933,0.0,0.150238765,0.149637708,1.157276886,0.743130894,0.0,0.049909825,2.0,2.0,"[[0, 4], [3, 4]]"
65x65,0.0,0.516421733,2.582036443,27.933056367000002,0.0,2.132555823,14.258816714999998,18.786889795999997,0.0,1.700045952,10.447270176,0.560163093,0.0,1.032825032,0.516421733,17.193058902,17.44490396,1.076584826,0.516421733,4.559554603,2.153138149,4.932380602,1.076584826,0.560163093,8.962308815,2.240634118,1.076584826,3.1421995359999997,0.516421733,1.120313117,1.120313117,1.700045952,15.202557119000002,4.262500574,1.63673485,1.139882859,8.268111071,1.549235748,0.0,2.8399074989999997,0.516421733,2.692718916,17.92343619,0.560163093,0.0,112.52123907000001,1.139882859,7.789976715,6.371964763,4.131330645,2.065631854,0.516421733,0.516421733,0.0,0.0,1.032825032,1.032825032,23.298131617000003,0.0,0.560163093,4.953900214,24.820164887999997,4.393763913,20.65708495,0.0,1.549235748,2.279744406,0.516421733,2.109398841,35.81267634,3.916479256,0.516421733,0.560163093,1.139882859,10.63437122,195.32864294,1.139882859,35.417240987,8.337959891,1.5929881250000002,0.0,6.259626202,1.549235748,0.0,0.516421733,0.516421733,20.077545302,9.85453846,2.153138149,3.921075182,2.172707891,17.44490396,0.516421733,33.88212075,4.802079061000001,0.516421733,3.70234956,1.139882859,2.6695488650000003,0.0,12.502203399,0.560163093,2.109398841,2.176297183,6.259626202,0.0,3.400057523,1.61613409,0.0,21.406595283999998,0.0,4.4123002289999995,2.7364472070000003,1.139882859,19.291528545,3.380516977,0.560163093,1.076584826,2.692718916,1.032825032,4.559554603,0.516421733,0.516421733,1.032825032,1.61613409,20.157712448,0.0,1.120313117,0.516421733,2.065631854,7.535950797,0.0,0.560163093,0.0,0.0,0.002912167,0.11708054000000001,0.031718779,0.055495686,0.016352126,0.052365438,0.117066428,0.01280025,0.0,0.0,0.227011448,0.0,0.18702147,0.0,0.061727282,0.0,1.457383775,0.0,0.0,0.0,2.0,2.0,"[[1, 2], [0, 1]]"
66x66,0.0,0.0,0.0,18.121206661000002,0.0,1.61613409,10.6439411,7.5399119290000005,0.0,1.700045952,19.456495108,0.560163093,0.0,0.0,0.0,12.258506632,17.044104043,0.560163093,5.279715953,4.559554603,1.120313117,4.932380602,0.560163093,0.560163093,8.962308815,7.520350071,0.560163093,11.118623773,0.0,1.120313117,1.120313117,1.700045952,20.080501929,1.680464131,1.120313117,1.139882859,8.268111071,0.0,0.0,2.8399074989999997,0.0,2.176297183,33.761804319999996,0.560163093,0.0,112.52123907000001,6.419598812,11.118623773,7.520350071,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,45.68510715,0.0,0.560163093,3.921075182,18.623189789999998,19.199307011,31.6813509,5.279715953,0.0,2.279744406,0.0,0.560163093,35.81267634,3.400057523,0.0,5.839879046,1.139882859,14.479535861999999,195.32864294,1.139882859,34.384415955,13.617675844,0.560163093,0.0,6.259626202,0.0,0.0,0.0,0.0,19.04472027,11.118623773,1.120313117,3.921075182,1.139882859,27.60275622,0.0,37.04075124,2.7364472070000003,0.0,6.40002907,1.139882859,1.120313117,0.0,16.978250989,0.560163093,0.560163093,2.176297183,6.259626202,0.0,3.400057523,6.895850043,0.0,26.80095136,0.0,3.895878496,2.7364472070000003,1.139882859,51.203734065,3.380516977,0.560163093,0.560163093,2.176297183,0.0,4.559554603,0.0,0.0,0.0,1.61613409,34.56517417,0.0,1.120313117,5.279715953,5.279715953,3.921075182,0.0,0.560163093,0.0,0.0,0.002912167,0.16567848000000002,0.031718779,0.047294974000000004,0.002580838,0.052365438,0.021738598,0.074578928,0.0,0.0,0.226007797,0.298613759,0.18702147,0.0,0.09622335600000001,0.0,1.346356844,0.0,0.002601846,0.0,2.0,2.0,"[[1, 2], [0, 2]]"
67x67,0.0,0.0,0.0,19.000480205000002,0.879273544,3.374742145,15.919754179999998,2.2601959760000003,0.0,1.700045952,17.690904669,4.077370171,0.0,0.879273544,0.0,6.975859032,19.678128865,1.439436637,1.758608055,5.438828147,1.999586661,5.811654146,1.439436637,0.560163093,9.841582359,17.188405458,1.439436637,9.353033334,1.758608055,1.120313117,1.999586661,1.700045952,14.797854329,2.559737675,1.120313117,1.139882859,10.026719126,0.0,0.0,2.8399074989999997,0.879273544,3.055570727,17.92343619,1.439436637,1.758608055,112.52123907000001,1.139882859,1.439436637,2.240634118,0.0,8.792870241,0.0,0.879273544,27.25530502,0.879273544,0.879273544,8.792870241,16.64164991,0.0,1.439436637,4.800348726,19.502463333999998,6.878145959,0.879273544,0.0,2.63789366,2.279744406,0.0,0.560163093,36.691949884,3.400057523,0.879273544,2.318771148,1.139882859,3.921075182,195.32864294,2.019156403,44.057747498,8.337959891,1.439436637,0.0,7.138899746,0.879273544,1.758608055,0.879273544,0.0,20.803328325,2.318771148,1.120313117,8.317548076000001,2.019156403,21.437719633,0.0,27.34910698,2.7364472070000003,0.879273544,5.516786011000001,1.139882859,1.999586661,0.0,5.5363557530000005,2.318771148,5.835976173,2.176297183,7.138899746,0.0,3.400057523,2.495407634,0.0,20.638963574,0.0,5.654486551,2.7364472070000003,2.898490914,16.87604959,3.380516977,0.560163093,0.560163093,2.176297183,2.63789366,5.438828147,0.0,0.0,9.673331543,1.61613409,23.117747953,0.0,1.120313117,0.879273544,2.63789366,4.800348726,0.0,4.077370171,0.0,0.0,0.002912167,0.12726224800000002,0.031718779,0.094264401,0.0,0.052365438,0.0,0.021775469,0.0,0.0,0.226100778,0.0,0.880891172,0.0,0.200666064,0.0,1.368145659,0.0,0.0,0.049909825,2.0,2.0,"[[1, 2], [0, 3]]"
68x68,0.360786525,0.0,0.721591065,49.510390161000004,1.443149259,1.976920615,13.530274008,10.197571373,0.360786525,2.060832477,10.341183687,2.364111382,0.0,1.082380077,12.98942937,12.163091022,39.90508944,2.003312352,2.16475431,4.920341128,1.481099642,5.653971667,0.9209496180000001,0.560163093,9.68389988,2.240634118,0.560163093,0.560163093,0.721591065,1.120313117,1.481099642,4.225540114999999,17.098539433,3.12361339,1.120313117,1.139882859,8.628897596,9.380063253,0.0,2.8399074989999997,0.360786525,2.176297183,18.645027255,0.560163093,0.360786525,112.52123907000001,1.500669384,4.5288313360000005,5.126967026,22.36684082,8.298223906,0.721591065,0.0,0.721591065,0.360786525,1.082380077,1.443149259,19.776427575,0.0,0.560163093,4.642666247,23.313422134999996,6.247271789,6.494281465,3.968668243,0.0,3.001335471,1.082380077,0.560163093,35.81267634,3.400057523,2.16475431,0.560163093,1.8614739240000002,4.642666247,195.32864294,1.139882859,37.270748863,17.358704644,0.9209496180000001,0.0,8.424380511999999,0.360786525,0.0,0.360786525,0.0,19.405506795,9.580907846,1.481099642,4.642666247,2.583032118,20.062611996,0.721591065,18.581316497,17.167657867,0.0,2.9242614060000003,1.139882859,2.563462376,0.360786525,6.190922527,0.560163093,0.9209496180000001,2.176297183,8.063574491,1.082380077,3.760844048,1.61613409,3.968668243,23.818988863999998,0.360786525,3.895878496,2.7364472070000003,1.8614739240000002,14.3741093,3.380516977,0.560163093,0.560163093,2.537083708,1.443149259,4.920341128,0.360786525,0.721591065,0.0,3.059283349,20.660219086,0.0,9.418537023,1.082380077,2.886332908,5.725023471,0.360786525,1.281754158,0.0,1.082380077,0.002912167,0.11780911300000001,0.031718779,0.047294974000000004,0.078810091,0.052365438,0.001710878,0.01280025,0.0,0.0,0.20723993599999999,0.0,0.18702147,0.0,0.050427299,0.149637708,1.222532928,0.743130894,0.0,0.0,2.0,2.0,"[[1, 2], [0, 4]]"
69x69,0.0,0.516421733,2.582036443,21.211230566,0.0,2.132555823,3.614875615,22.946292632,0.0,1.139882859,13.723830518,0.0,0.0,1.032825032,0.516421733,27.191356489,10.960231823,0.516421733,5.796137686,4.559554603,1.032825032,4.372217509,0.516421733,0.0,0.0,5.279715953,0.516421733,13.140497123,0.516421733,0.0,0.0,1.139882859,16.23897655,2.582036443,0.516421733,1.139882859,8.268111071,1.549235748,0.0,2.279744406,0.516421733,2.132555823,15.83836813,0.0,0.0,112.52123907000001,6.419598812,17.788274301999998,9.411046598,4.131330645,2.065631854,0.516421733,0.516421733,0.0,0.0,1.032825032,1.032825032,40.975726267,0.0,0.0,1.032825032,14.176223788000001,16.871193162,52.33843585,5.279715953,1.549235748,2.279744406,0.516421733,1.549235748,35.81267634,2.796166139,0.516421733,5.279715953,1.139882859,17.271756718,195.32864294,1.139882859,34.857077894,6.895850043,1.032825032,0.0,5.699463109,1.549235748,0.0,0.516421733,0.516421733,1.032825032,19.852836047,1.032825032,0.0,2.172707891,21.518884,0.516421733,49.63498979,3.681765944,0.516421733,7.861752396,1.139882859,1.549235748,0.0,28.340571529,0.0,1.549235748,1.61613409,5.699463109,0.0,2.279744406,6.895850043,0.0,15.722565284,0.0,4.4123002289999995,1.61613409,1.139882859,52.57064498,1.139882859,0.0,0.516421733,2.132555823,1.032825032,4.559554603,0.516421733,0.516421733,1.032825032,1.61613409,27.834053798,0.0,0.0,5.796137686,7.345347807,3.614875615,0.0,0.0,0.0,0.0,0.0,0.129191144,0.031718779,0.02326682,0.018932964,0.052365438,0.138805026,0.061778678,0.0,0.0,0.21099774599999999,0.298613759,0.18702147,0.0,0.05709604,0.0,1.3991458669999999,0.0,0.002601846,0.0,2.0,2.0,"[[1, 2], [1, 2]]"
70x70,0.0,0.516421733,2.582036443,22.09050411,0.879273544,3.8911638780000004,8.890688695,17.666576679,0.0,1.139882859,11.958240079,3.517207078,0.0,1.912098576,0.516421733,21.908708889,13.594256645,1.3956952770000002,2.2750297880000003,5.438828147,1.912098576,5.2514910530000005,1.3956952770000002,0.0,0.879273544,14.94777134,1.3956952770000002,11.374906683999999,2.2750297880000003,0.0,0.879273544,1.139882859,10.95632895,3.461309987,0.516421733,1.139882859,10.026719126,1.549235748,0.0,2.279744406,1.3956952770000002,3.0118293670000003,0.0,0.879273544,1.758608055,112.52123907000001,1.139882859,8.109087166,4.131330645,4.131330645,10.858502094999999,0.516421733,1.3956952770000002,27.25530502,0.879273544,1.912098576,9.825695273,11.932269027,0.0,0.879273544,1.912098576,15.055497332000002,4.55003211,21.536358494,0.0,4.1871294080000006,2.279744406,0.516421733,1.549235748,36.691949884,2.796166139,1.3956952770000002,1.758608055,1.139882859,6.713296038,195.32864294,2.019156403,44.530409437,1.61613409,1.912098576,0.0,6.578736653,2.428509292,1.758608055,1.3956952770000002,0.516421733,2.791433087,11.052983422,1.032825032,4.396472894,3.051981435,15.353847413,0.516421733,39.94334553,3.681765944,1.3956952770000002,6.978509337,1.139882859,2.428509292,0.0,16.898676293,1.758608055,6.825048828,1.61613409,6.578736653,0.0,2.279744406,2.495407634,0.0,9.560577498,0.0,6.170908283999999,1.61613409,2.898490914,18.242960505,1.139882859,0.0,0.516421733,2.132555823,3.6707186920000003,5.438828147,0.516421733,0.516421733,10.706156575,1.61613409,16.386627581,0.0,0.0,1.3956952770000002,4.703525514,4.494149159,0.0,3.517207078,0.0,0.0,0.0,0.090774912,0.031718779,0.070236247,0.016352126,0.052365438,0.117066428,0.008975219,0.0,0.0,0.21109072699999998,0.0,0.880891172,0.0,0.161538748,0.0,1.420934682,0.0,0.0,0.049909825,2.0,2.0,"[[1, 2], [1, 3]]"
71x71,0.360786525,0.516421733,3.303627508,52.600414066,1.443149259,2.493342348,6.501208523,25.603952076,0.360786525,1.500669384,4.608519097,1.803948289,0.0,2.115205109,13.505851103,27.095940879,33.82121722,1.959570992,2.6811760430000002,4.920341128,1.393611557,5.0938085740000005,0.877208258,0.0,0.721591065,0.0,0.516421733,2.582036443,1.2380127980000002,0.0,0.360786525,3.665377022,13.257014053999999,4.025185702,0.516421733,1.139882859,8.628897596,10.929299001,0.0,2.279744406,0.877208258,2.132555823,0.721591065,0.0,0.360786525,112.52123907000001,1.500669384,11.198481865,7.017663553,26.498171465,10.36385576,1.2380127980000002,0.516421733,0.721591065,0.360786525,2.115205109,2.475974291,15.067046692000002,0.0,0.0,1.754416097,18.866456133,3.91915794,27.151366415000002,3.968668243,1.549235748,3.001335471,1.59880181,1.549235748,35.81267634,2.796166139,2.6811760430000002,0.0,1.8614739240000002,7.434887103,195.32864294,1.139882859,37.743410802,10.636878843000002,1.393611557,0.0,7.864217419,1.910022273,0.0,0.877208258,0.516421733,1.393611557,18.315120120000003,1.393611557,0.721591065,3.61585715,13.978739776000001,1.2380127980000002,31.175555047,18.112976604,0.516421733,4.385984732,1.139882859,2.992385007,0.360786525,17.553243067,0.0,1.910022273,1.61613409,7.503411398,1.082380077,2.640530931,1.61613409,3.968668243,12.740602788,0.360786525,4.4123002289999995,1.61613409,1.8614739240000002,15.741020214999999,1.139882859,0.0,0.516421733,2.493342348,2.475974291,4.920341128,0.877208258,1.2380127980000002,1.032825032,3.059283349,13.929098714,0.0,8.298223906,1.59880181,4.951964761999999,5.418823904,0.360786525,0.721591065,0.0,1.082380077,0.0,0.081321777,0.031718779,0.02326682,0.095162217,0.052365438,0.118777306,0.0,0.0,0.0,0.192229885,0.0,0.18702147,0.0,0.011299983,0.149637708,1.2753219509999998,0.743130894,0.0,0.0,2.0,2.0,"[[1, 2], [1, 4]]"
72x72,0.0,0.0,0.0,12.278654404000001,0.879273544,3.374742145,5.27581308,6.419598812,0.0,1.139882859,20.967465010999998,3.517207078,0.0,0.879273544,0.0,16.974156619,13.193456728000001,0.879273544,7.038324008,5.438828147,0.879273544,5.2514910530000005,0.879273544,0.0,0.879273544,20.227487293,0.879273544,19.351330921,1.758608055,0.0,0.879273544,1.139882859,15.834273759999999,0.879273544,0.0,1.139882859,10.026719126,0.0,0.0,2.279744406,0.879273544,2.495407634,15.83836813,0.879273544,1.758608055,112.52123907000001,6.419598812,11.437734224,5.279715953,0.0,8.792870241,0.0,0.879273544,27.25530502,0.879273544,0.879273544,8.792870241,34.31924456,0.0,0.879273544,0.879273544,8.858522234,19.355575207999998,32.560624444,5.279715953,2.63789366,2.279744406,0.0,0.0,36.691949884,2.279744406,0.879273544,7.038324008,1.139882859,10.55846068,195.32864294,2.019156403,43.497584405,6.895850043,0.879273544,0.0,6.578736653,0.879273544,1.758608055,0.879273544,0.0,1.758608055,12.317068735,0.0,4.396472894,2.019156403,25.511699673,0.0,43.101976019999995,1.61613409,0.879273544,9.676188847,1.139882859,0.879273544,0.0,21.374723883,1.758608055,5.27581308,1.61613409,6.578736653,0.0,2.279744406,7.775123587,0.0,14.954933574,0.0,5.654486551,1.61613409,2.898490914,50.155166025,1.139882859,0.0,0.0,1.61613409,2.63789366,5.438828147,0.0,0.0,9.673331543,1.61613409,30.794089303,0.0,0.0,6.158989497,7.917609613,0.879273544,0.0,3.517207078,0.0,0.0,0.0,0.13937285200000002,0.031718779,0.062035535,0.002580838,0.052365438,0.021738598,0.070753897,0.0,0.0,0.21008707599999998,0.298613759,0.880891172,0.0,0.196034822,0.0,1.3099077510000001,0.0,0.002601846,0.049909825,2.0,2.0,"[[1, 2], [2, 3]]"
73x73,0.360786525,0.0,0.721591065,42.78856436,1.443149259,1.976920615,2.886332908,14.356974209,0.360786525,1.500669384,13.617744028999999,1.803948289,0.0,1.082380077,12.98942937,22.161388609,33.420417303,1.443149259,7.444470263,4.920341128,0.360786525,5.0938085740000005,0.360786525,0.0,0.721591065,5.279715953,0.0,10.55846068,0.721591065,0.0,0.360786525,3.665377022,18.134958863999998,1.443149259,0.0,1.139882859,8.628897596,9.380063253,0.0,2.279744406,0.360786525,1.61613409,16.559959194999998,0.0,0.360786525,112.52123907000001,6.780385337,14.527128923,8.166048861,22.36684082,8.298223906,0.721591065,0.0,0.721591065,0.360786525,1.082380077,1.443149259,37.454022225,0.0,0.0,0.721591065,12.669481035,18.724701038,38.175632365,9.248384196,0.0,3.001335471,1.082380077,0.0,35.81267634,2.279744406,2.16475431,5.279715953,1.8614739240000002,11.280051745,195.32864294,1.139882859,36.71058577,15.916594796000002,0.360786525,0.0,7.864217419,0.360786525,0.0,0.360786525,0.0,0.360786525,19.579205433,0.360786525,0.721591065,2.583032118,24.136592036,0.721591065,34.334185536999996,16.04734475,0.0,7.083664242,1.139882859,1.443149259,0.360786525,22.029290656999997,0.0,0.360786525,1.61613409,7.503411398,1.082380077,2.640530931,6.895850043,3.968668243,18.134958863999998,0.360786525,3.895878496,1.61613409,1.8614739240000002,47.653225735,1.139882859,0.0,0.0,1.976920615,1.443149259,4.920341128,0.360786525,0.721591065,0.0,3.059283349,28.336560436,0.0,8.298223906,6.36209603,8.166048861,1.803948289,0.360786525,0.721591065,0.0,1.082380077,0.0,0.12991971700000002,0.031718779,0.015066108000000002,0.081390929,0.052365438,0.023449476,0.061778678,0.0,0.0,0.191226234,0.298613759,0.18702147,0.0,0.045796057,0.149637708,1.16429502,0.743130894,0.002601846,0.0,2.0,2.0,"[[1, 2], [2, 4]]"
74x74,0.360786525,0.0,0.721591065,43.667837904,2.322422803,3.73552867,8.162145987999999,9.077258256,0.360786525,1.500669384,11.852153589999999,5.321155367,0.0,1.961653621,12.98942937,16.878741009,36.054442125,2.322422803,3.923362365,5.799614672,1.240060069,5.973082118000001,1.240060069,0.0,1.600864609,14.94777134,0.879273544,8.792870241,2.48019912,0.0,1.240060069,3.665377022,12.852311264,2.322422803,0.0,1.139882859,10.387505651,9.380063253,0.0,2.279744406,1.240060069,2.495407634,0.721591065,0.879273544,2.1193945800000002,112.52123907000001,1.500669384,4.847941787,2.886332908,22.36684082,17.091094147,0.721591065,0.879273544,27.976896085,1.240060069,1.961653621,10.2360195,8.410564985,0.0,0.879273544,1.600864609,13.548754579,6.403539986,7.373555009,3.968668243,2.63789366,3.001335471,1.082380077,0.0,36.691949884,2.279744406,3.0440278540000003,1.758608055,1.8614739240000002,0.721591065,195.32864294,2.019156403,46.383917313,10.636878843000002,1.240060069,0.0,8.743490963,1.240060069,1.758608055,1.240060069,0.0,2.1193945800000002,10.779352808,0.360786525,5.1180639590000006,3.4623056620000003,17.971555449,0.721591065,24.642541277,16.04734475,0.879273544,6.2004211830000004,1.139882859,2.322422803,0.360786525,10.587395421,1.758608055,5.636599605,1.61613409,8.382684942000001,1.082380077,2.640530931,2.495407634,3.968668243,11.972971078,0.360786525,5.654486551,1.61613409,3.620081979,13.32554126,1.139882859,0.0,0.0,1.976920615,4.081042919,5.799614672,0.360786525,0.721591065,9.673331543,3.059283349,16.889134219,0.0,8.298223906,1.961653621,5.524226568,2.683221833,0.360786525,4.238798143,0.0,1.082380077,0.0,0.091503485,0.031718779,0.062035535,0.078810091,0.052365438,0.001710878,0.008975219,0.0,0.0,0.191319215,0.0,0.880891172,0.0,0.150238765,0.149637708,1.1860838349999998,0.743130894,0.0,0.049909825,2.0,2.0,"[[1, 2], [3, 4]]"
75x75,0.0,0.516421733,2.582036443,16.533675506999998,0.0,12.648511903000001,14.258816714999998,17.647006936999997,0.0,0.560163093,10.447270176,0.560163093,0.0,1.032825032,0.516421733,16.053176043,17.44490396,1.076584826,0.516421733,10.51595608,2.153138149,3.7924977429999998,1.076584826,0.560163093,8.962308815,2.240634118,1.076584826,3.1421995359999997,0.516421733,1.120313117,1.120313117,0.560163093,15.202557119000002,4.262500574,1.63673485,0.0,10.106359378,1.549235748,0.0,0.560163093,0.516421733,13.208674996000001,17.92343619,0.560163093,0.0,169.81430590000002,0.0,7.789976715,6.371964763,4.131330645,2.065631854,0.516421733,0.516421733,0.0,0.0,1.032825032,1.032825032,23.298131617000003,0.0,0.560163093,4.953900214,16.840916198,4.393763913,20.65708495,0.0,1.549235748,0.0,0.516421733,2.109398841,1.61613409,1.63673485,0.516421733,0.560163093,0.0,10.63437122,28.70094548,0.0,8.057647587,8.337959891,1.5929881250000002,0.0,0.560163093,1.549235748,0.0,0.516421733,5.774341633000001,20.077545302,9.85453846,2.153138149,3.921075182,1.032825032,17.44490396,0.516421733,33.88212075,4.802079061000001,0.516421733,3.70234956,0.0,2.6695488650000003,0.0,11.36232054,0.560163093,2.109398841,2.176297183,0.560163093,0.0,1.120313117,1.61613409,0.0,31.922551364,0.0,2.132555823,2.7364472070000003,0.0,19.291528545,2.240634118,0.560163093,1.076584826,2.692718916,1.032825032,0.0,0.516421733,0.516421733,1.032825032,1.61613409,20.157712448,0.0,1.120313117,0.516421733,2.065631854,7.535950797,0.0,0.560163093,0.0,0.0,0.002912167,0.10116900300000001,0.029644965000000002,0.045494695,0.016352126,0.049236426,0.117066428,0.01280025,0.0,0.0,0.15438038999999998,0.0,0.288944039,0.0,0.061727282,0.0,1.225609013,0.010678902,0.0,0.0,2.0,2.0,"[[1, 3], [0, 1]]"
76x76,0.0,0.0,0.0,6.721825801,0.0,12.132090170000001,10.6439411,6.40002907,0.0,0.560163093,19.456495108,0.560163093,0.0,0.0,0.0,11.118623773,17.044104043,0.560163093,5.279715953,10.51595608,1.120313117,3.7924977429999998,0.560163093,0.560163093,8.962308815,7.520350071,0.560163093,11.118623773,0.0,1.120313117,1.120313117,0.560163093,20.080501929,1.680464131,1.120313117,0.0,10.106359378,0.0,0.0,0.560163093,0.0,12.692253263000001,33.761804319999996,0.560163093,0.0,169.81430590000002,5.279715953,11.118623773,7.520350071,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,45.68510715,0.0,0.560163093,3.921075182,10.6439411,19.199307011,31.6813509,5.279715953,0.0,0.0,0.0,0.560163093,1.61613409,1.120313117,0.0,5.839879046,0.0,14.479535861999999,28.70094548,0.0,7.024822555,13.617675844,0.560163093,0.0,0.560163093,0.0,0.0,0.0,5.2579199,19.04472027,11.118623773,1.120313117,3.921075182,0.0,27.60275622,0.0,37.04075124,2.7364472070000003,0.0,6.40002907,0.0,1.120313117,0.0,15.83836813,0.560163093,0.560163093,2.176297183,0.560163093,0.0,1.120313117,6.895850043,0.0,37.316907439999994,0.0,1.61613409,2.7364472070000003,0.0,51.203734065,2.240634118,0.560163093,0.560163093,2.176297183,0.0,0.0,0.0,0.0,0.0,1.61613409,34.56517417,0.0,1.120313117,5.279715953,5.279715953,3.921075182,0.0,0.560163093,0.0,0.0,0.002912167,0.149766943,0.029644965000000002,0.037293983,0.002580838,0.049236426,0.021738598,0.074578928,0.0,0.0,0.15337673899999998,0.298613759,0.288944039,0.0,0.09622335600000001,0.0,1.1145820819999999,0.010678902,0.002601846,0.0,2.0,2.0,"[[1, 3], [0, 2]]"
