coord,Ace2,Adora2a,Aldh1l1,Amigo2,Ano3,Aqp4,Ar,Arhgap36,Avpr1a,Avpr2,Baiap2,Bdnf,Bmp7,Brs3,Calcr,Cbln1,Cbln2,Cckar,Cckbr,Ccnd2,Cd24a,Cdkn1a,Cenpe,Chat,Coch,Col25a1,Cplx3,Cpne5,Creb3l1,Crhbp,Crhr1,Crhr2,Cspg5,Cxcl14,Cyp19a1,Cyp26a1,Cyr61,Dgkk,Ebf3,Egr2,Ermn,Esr1,Etv1,Fbxw13,Fezf1,Fn1,Fst,Gabra1,Gabrg1,Gad1,Galr1,Galr2,Gbx2,Gda,Gem,Gjc3,Glra3,Gpr165,Greb1,Grpr,Htr2c,Igf1r,Igf2r,Irs4,Isl1,Kiss1r,Klf4,Krt90,Lepr,Lmod1,Lpar1,Man1a,Mc4r,Mki67,Mlc1,Myh11,Ndnf,Ndrg1,Necab1,Nos1,Npas1,Npy1r,Npy2r,Ntng1,Ntsr1,Nup62cl,Omp,Onecut2,Opalin,Oprd1,Oprk1,Oprl1,Oxtr,Pak3,Pcdh11x,Pdgfra,Pgr,Plin3,Pnoc,Pou3f2,Prlr,Ramp3,Rgs2,Rgs5,Rnd3,Rxfp1,Scgn,Selplg,Sema3c,Sema4d,Serpinb1b,Serpine1,Sgk1,Slc15a3,Slc17a6,Slc17a7,Slc17a8,Slc18a2,Slco1a4,Sox4,Sox6,Sox8,Sp9,Synpr,Syt2,Syt4,Sytl4,Tacr1,Tacr3,Tiparp,Tmem108,Traf4,Trhr,Ttn,Ttyh2,Adcyap1,Cartpt,Cck,Crh,Gal,Gnrh1,Mbp,Nnat,Nts,Oxt,Penk,Scg2,Sln,Sst,Tac1,Tac2,Th,Trh,Ucn3,Vgf,Ambiguous,Endothelial1,Ambiguouscells,Endothelial1cells
53x53,0.0,1.7604015199999998,5.411128063,8.819568365,0.0,2.175510237,2.740298885,9.900994718,0.0,0.947690742,12.841248702,5.695882366,4.269447774,1.8253530910000002,0.0,6.2837434,26.91680435,10.045554748,1.1789636940000001,7.338830594000001,1.52912084,8.001746910000001,0.597533596,0.0,0.0,11.699995439999999,0.0,10.929331736000002,4.549548478,0.581430098,3.0043278100000004,1.1789636940000001,18.617377113999996,7.936850016999999,0.0,0.0,0.0,9.313792343000001,0.947690742,0.581430098,13.95546773,0.0,5.895493657,1.227819495,3.370588454,61.581390569999996,0.597533596,10.961347305,4.1506369890000006,0.597533596,2.476839631,1.895409533,0.0,0.947690742,0.0,19.864557251999997,2.773043833,6.762410185,0.597533596,1.7604015199999998,4.533014442,74.66581039299999,6.810439451,8.690537614,0.0,1.792608143,23.156320267,1.162867924,0.0,0.0,4.452463543,2.390687419,0.0,0.947690742,14.726248794,0.0,1.227819495,80.384737545,22.752370032,30.269687927,0.581430098,1.7604015199999998,7.446611323999999,0.0,0.0,2.126654436,3.536961314,1.7604015199999998,4.651581567,2.175510237,0.581430098,16.496324235,0.581430098,22.865554462,3.5208312819999996,8.96322642,8.291547726,8.286226827,1.1789636940000001,0.0,6.181509031,0.0,2.390158475,23.336761012000004,4.118361208,0.0,0.581430098,0.581430098,24.619224973,13.158354943,3.0904877500000003,0.0,32.268287930999996,2.357946141,36.802703712,0.0,0.0,0.0,73.9664732,5.11444454,0.581430098,5.943295976,0.0,3.4245151849999997,1.1789636940000001,23.259176029,1.52912084,5.377933695,1.792608143,1.809249593,13.518978843000001,2.955476067,0.0,3.935459807,23.686780396999996,0.066001952,0.06714328,0.001746007,0.046512014000000004,0.025491347,0.004078806,0.897710672,0.0,0.0,0.0,0.169052569,0.046094696,0.7828526760000001,0.0,0.14476709899999998,0.29719568900000004,0.7878147010000001,0.0,0.0,0.17128026200000002,2.0,2.0,"[0, 3]","[2, 4]"
54x54,0.0,1.7604015199999998,5.411128063,5.976483278,0.0,2.990495782,1.792608143,17.635015371,0.0,0.0,17.732144638,10.036299737,2.374038241,1.8253530910000002,0.0,0.597533596,13.64759203,11.808231035,2.941639981,5.4434210610000004,0.581430098,7.869013664000001,2.360209883,3.525431547,0.0,5.881037494999999,0.0,15.269749107,3.6018577360000004,0.581430098,3.0043278100000004,2.941639981,27.164840721999997,6.041440484000001,0.0,0.0,0.0,15.416919436,1.762676287,0.581430098,13.95546773,0.0,7.658169944,1.227819495,4.185573999,49.01626092,0.597533596,7.170525693,7.676068536000001,0.597533596,0.581430098,0.0,0.0,0.0,0.0,19.864557251999997,1.8253530910000002,2.971588573,0.597533596,1.7604015199999998,7.110755247,62.496394693,5.862748709,3.0043278100000004,0.0,1.792608143,20.180475227000002,1.162867924,0.0,0.0,3.504772801,4.153363706,0.0,0.0,24.355663792,0.0,2.990495782,72.820437675,23.567355577000004,46.135218177,0.581430098,3.523077807,3.523077807,0.0,0.0,1.1789636940000001,5.299637601,1.7604015199999998,4.651581567,1.227819495,2.344106385,13.520479195,2.344106385,32.49496946,3.5208312819999996,8.96322642,5.315702686,11.811658374,1.1789636940000001,0.0,2.390687419,0.0,2.390158475,19.830301861000002,4.118361208,0.0,0.581430098,0.581430098,22.741527693000002,9.367533331,1.195078217,0.0,34.846028735999994,2.357946141,40.062699935,0.0,0.0,0.0,55.84724629,7.692185345,4.106861645,7.705972263,0.0,0.581430098,1.1789636940000001,27.068183181,2.344106385,5.377933695,1.792608143,1.809249593,10.675893756,2.955476067,0.0,2.987769065,26.264521201999997,0.066001952,0.04174638,0.001746007,0.053727229,0.025491347,0.0,0.897710672,0.0,0.0,0.0,0.255688581,0.046094696,0.214874549,0.0,0.12145761299999999,0.335369335,0.941545557,0.0,0.0,0.17322784000000002,2.0,2.0,"[0, 3]","[3, 4]"
55x55,1.291870106,0.597533596,5.668229828,4.337572735,4.813664962,0.0,1.792608143,10.564604525,3.701213775,0.0,10.288401299999999,3.5853237,3.084478249,0.597533596,0.0,0.597533596,15.168101217999999,5.975414182,0.597533596,7.801434027,0.0,6.008743179,0.597533596,0.0,0.0,22.147629003,0.0,1.195078217,3.084478249,0.0,1.195078217,0.597533596,12.623145553,2.486948323,0.0,0.0,0.0,17.809652705999998,0.0,2.406826369,2.406826369,0.0,10.401753442,1.850624412,1.195078217,42.50842464,0.597533596,13.834815067000001,8.539559535,73.49935867800001,0.0,0.0,1.850624412,1.850624412,0.0,1.195078217,2.448158008,4.973844887,0.597533596,0.597533596,3.5853237,74.409633327,8.456897517,1.195078217,0.0,1.792608143,1.291870106,1.291870106,0.0,1.291870106,3.004359965,0.0,2.406826369,1.291870106,23.714543092,1.291870106,7.220533434,66.480429457,13.163920629,19.335377483,0.0,0.597533596,11.143561585999999,1.291870106,0.0,0.597533596,1.792608143,0.597533596,0.0,0.0,1.850624412,8.481641827,0.0,23.845231081999998,9.151237697,8.96322642,7.941948945,0.597533596,5.590617477,0.0,1.291870106,2.406826369,6.091372249999999,67.544448247,3.643232555,0.0,0.0,0.0,20.901206919,7.203823437,1.195078217,0.0,4.935102661,1.195078217,28.207006436,0.0,0.0,9.254157884,63.94064978,3.5853237,0.0,4.780428052,0.0,3.701213775,0.597533596,17.175492308000003,0.0,5.377933695,3.084478249,0.0,9.07914747,1.792608143,0.0,2.987769065,0.0,0.066001952,0.000251059,0.003435621,0.045593407,0.0,0.0,0.0,0.0,0.0,0.0,0.16334854399999998,0.0,0.5264558100000001,0.0,0.141633108,0.006154792,1.905897423,0.0,0.0,0.071112284,2.0,2.0,"[0, 4]","[0, 1]"
56x56,0.0,0.597533596,1.792608143,5.8887877159999995,4.813664962,0.947690742,2.740298885,9.532067927,3.701213775,0.947690742,14.682740998,4.533014442,3.6880176760000003,0.597533596,0.0,6.2837434,27.145443432,5.975414182,0.597533596,9.69684356,0.947690742,7.904152712,0.597533596,0.0,0.0,29.729263234999998,0.0,2.142768959,2.740298885,0.0,1.195078217,0.597533596,16.413967165,3.0904877500000003,0.0,0.0,0.0,14.881721763,0.947690742,2.406826369,2.406826369,0.0,7.81806703,1.850624412,2.142768959,47.68415597,0.597533596,17.625636679,8.539559535,70.915672266,1.895409533,1.895409533,1.850624412,2.798315154,0.0,1.195078217,3.39584875,6.180980087,0.597533596,0.597533596,4.533014442,64.859546247,9.404588259,6.881288021,0.0,1.792608143,4.738521327,0.0,0.0,0.0,3.9520507069999997,0.0,2.406826369,0.947690742,22.078547422,0.0,7.220533434,38.585241816999996,14.111611371,18.043507376999997,0.0,0.597533596,15.537901284,0.0,0.0,1.5452243380000001,1.792608143,0.597533596,0.0,0.947690742,1.850624412,13.220163154000002,0.0,22.209235411999998,7.859367591,8.96322642,12.680470272,0.597533596,4.298747371,0.0,3.790821612,2.406826369,6.091372249999999,42.396283886999996,3.643232555,0.0,0.0,0.0,28.657856340000002,10.994645048999999,3.0904877500000003,0.0,4.590923297,1.195078217,31.997828048,0.0,0.0,9.254157884,58.692643450000006,4.533014442,0.0,4.780428052,0.0,6.544298862,0.597533596,24.41290027,0.947690742,5.377933695,1.792608143,0.0,11.922232557000001,1.792608143,0.0,3.935459807,0.947690742,0.066001952,0.025647959,0.000155517,0.026113993,0.0,0.004078806,0.0,0.0,0.0,0.0,0.17294333199999998,0.0,0.6714172270000001,0.0,0.164942594,0.006154792,1.8607930440000002,0.0,0.0,0.071112284,2.0,2.0,"[0, 4]","[0, 2]"
57x57,0.0,0.597533596,1.792608143,3.045702629,4.813664962,1.762676287,1.792608143,17.26608858,3.701213775,0.0,19.573636934,8.873431813,1.792608143,0.597533596,0.0,0.597533596,13.876231112,7.738090468999999,2.360209883,7.801434027,0.0,7.771419465999999,2.360209883,3.525431547,0.0,23.91030529,0.0,6.48318633,1.792608143,0.0,1.195078217,2.360209883,24.961430773,1.195078217,0.0,0.0,0.0,20.984848856,1.762676287,2.406826369,2.406826369,0.0,9.580743317,1.850624412,2.957754504,35.11902632,0.597533596,13.834815067000001,12.064991082,70.915672266,0.0,0.0,1.850624412,1.850624412,0.0,1.195078217,2.448158008,2.390158475,0.597533596,0.597533596,7.110755247,52.690130547,8.456897517,1.195078217,0.0,1.792608143,1.762676287,0.0,0.0,0.0,3.004359965,1.762676287,2.406826369,0.0,31.70796242,0.0,8.983209721,31.020941947,14.926596916,33.909037627,0.0,2.360209883,11.614367767,0.0,0.0,0.597533596,3.55528443,0.597533596,0.0,0.0,3.613300699,10.244318114,1.762676287,31.83865041,7.859367591,8.96322642,9.704625232,4.122965143,4.298747371,0.0,0.0,2.406826369,6.091372249999999,38.889824735999994,3.643232555,0.0,0.0,0.0,26.78015906,7.203823437,1.195078217,0.0,7.168664102,1.195078217,35.257824271000004,0.0,0.0,9.254157884,40.573416540000004,7.110755247,3.525431547,6.543104339,0.0,3.701213775,0.597533596,28.221907422,1.762676287,5.377933695,1.792608143,0.0,9.07914747,1.792608143,0.0,2.987769065,3.525431547,0.066001952,0.000251059,0.000155517,0.033329208,0.0,0.0,0.0,0.0,0.0,0.0,0.259579344,0.0,0.1034391,0.0,0.141633108,0.044328438,2.0145239000000004,0.0,0.0,0.073059862,2.0,2.0,"[0, 4]","[0, 3]"
58x58,0.0,0.597533596,4.248260139,5.501354624999999,4.813664962,1.227819495,1.792608143,6.6889828399999995,3.701213775,0.0,10.224350689,3.5853237,1.792608143,1.8253530910000002,0.0,0.597533596,15.104050607,5.975414182,0.597533596,10.257086023,0.0,10.920002339,0.597533596,0.0,0.0,22.147629003,0.0,2.422897712,3.020427638,0.0,2.422897712,0.597533596,13.850965048,4.87857256,0.0,0.0,0.0,15.161850516,0.0,2.406826369,2.406826369,0.0,9.045886525,3.078443907,2.422897712,52.40422674,0.597533596,13.834815067000001,8.539559535,70.915672266,0.0,0.0,1.850624412,1.850624412,0.0,2.422897712,3.6759775030000004,2.390158475,0.597533596,0.597533596,3.5853237,88.767094977,8.456897517,2.422897712,0.0,1.792608143,18.41779894,0.0,0.0,0.0,3.004359965,1.227819495,2.406826369,0.0,27.2700641,0.0,8.448352929,61.657064567,13.163920629,18.043507376999997,0.0,0.597533596,9.85169148,0.0,0.0,0.597533596,1.792608143,0.597533596,0.0,1.227819495,1.850624412,8.481641827,0.0,23.717196666,7.859367591,8.96322642,7.941948945,3.0531855919999997,4.298747371,0.0,1.227819495,2.406826369,6.091372249999999,39.898225842,3.643232555,0.0,0.0,0.0,24.263686215,7.203823437,1.195078217,0.0,12.238122551,1.195078217,28.207006436,0.0,0.0,9.254157884,68.21905975,3.5853237,0.0,4.780428052,0.0,3.701213775,0.597533596,17.111441697,0.0,5.377933695,1.792608143,1.227819495,10.306966965,1.792608143,0.0,2.987769065,1.227819495,0.066001952,0.041997439,0.001901524,0.024205057,0.025491347,0.0,0.0,0.0,0.0,0.0,0.16334854399999998,0.046094696,0.161191453,0.0,0.141633108,0.29719568900000004,1.8340834570000002,0.0,0.0,0.17128026200000002,2.0,2.0,"[0, 4]","[0, 4]"
59x59,1.291870106,0.597533596,5.668229828,7.180657822000001,0.0,0.947690742,2.740298885,13.407689612,3.701213775,0.947690742,11.160946142,4.533014442,4.9798877820000005,0.597533596,0.0,6.2837434,26.030487168999997,5.975414182,0.597533596,4.883178598000001,0.947690742,3.0904877500000003,0.597533596,0.0,0.0,29.729263234999998,0.0,2.142768959,4.032168991,0.0,1.195078217,0.597533596,14.007140796,4.3823578560000005,0.0,0.0,0.0,16.350517079,0.947690742,0.0,0.0,0.0,3.181220008,1.850624412,2.142768959,51.68558847,0.597533596,12.811971717,8.539559535,73.49935867800001,1.895409533,1.895409533,1.850624412,2.798315154,0.0,1.195078217,3.39584875,8.764666499,0.597533596,0.597533596,4.533014442,56.238208177000004,4.590923297,6.881288021,0.0,1.792608143,6.030391433,1.291870106,0.0,1.291870106,1.5452243380000001,0.0,0.0,2.239560848,10.220359994,1.291870106,0.0,71.941140707,11.704785002000001,2.486948323,0.0,0.597533596,16.829771389999998,1.291870106,0.0,1.5452243380000001,1.792608143,0.597533596,0.0,0.947690742,1.850624412,13.220163154000002,0.0,24.792921823999997,4.337572735,8.96322642,12.680470272,0.597533596,5.590617477,0.0,5.0826917179999995,0.0,6.091372249999999,50.98298341700001,3.643232555,0.0,0.0,0.0,20.675315579,6.180980087,3.0904877500000003,0.0,5.882793403,1.195078217,22.371089394,0.0,0.0,9.254157884,69.68806323000001,4.533014442,0.0,4.780428052,0.0,6.544298862,0.597533596,25.704770376000003,0.947690742,5.377933695,3.084478249,0.0,11.922232557000001,1.792608143,0.0,3.935459807,0.947690742,0.066001952,0.025647959,0.003280104,0.044193131,0.0,0.004078806,0.0,0.0,0.0,0.0,0.17294333199999998,0.0,1.0944339370000002,0.0,0.164942594,0.006154792,1.753008338,0.0,0.0,0.071112284,2.0,2.0,"[0, 4]","[1, 2]"
60x60,1.291870106,0.597533596,5.668229828,4.337572735,0.0,1.762676287,1.792608143,21.141710265,3.701213775,0.0,16.051842078,8.873431813,3.084478249,0.597533596,0.0,0.597533596,12.761274849,7.738090468999999,2.360209883,2.987769065,0.0,2.957754504,2.360209883,3.525431547,0.0,23.91030529,0.0,6.48318633,3.084478249,0.0,1.195078217,2.360209883,22.554604404,2.486948323,0.0,0.0,0.0,22.453644172,1.762676287,0.0,0.0,0.0,4.943896295,1.850624412,2.957754504,39.12045882,0.597533596,9.021150105,12.064991082,73.49935867800001,0.0,0.0,1.850624412,1.850624412,0.0,1.195078217,2.448158008,4.973844887,0.597533596,0.597533596,7.110755247,44.068792477,3.643232555,1.195078217,0.0,1.792608143,3.054546393,1.291870106,0.0,1.291870106,0.597533596,1.762676287,0.0,1.291870106,19.849774992,1.291870106,1.762676287,64.376840837,12.519770547,18.352478573,0.0,2.360209883,12.906237872999998,1.291870106,0.0,0.597533596,3.55528443,0.597533596,0.0,0.0,3.613300699,10.244318114,1.762676287,34.422336822,4.337572735,8.96322642,9.704625232,4.122965143,5.590617477,0.0,1.291870106,0.0,6.091372249999999,47.476524266000006,3.643232555,0.0,0.0,0.0,18.797618299,2.390158475,1.195078217,0.0,8.460534208,1.195078217,25.631085617,0.0,0.0,9.254157884,51.56883632,7.110755247,3.525431547,6.543104339,0.0,3.701213775,0.597533596,29.513777528000002,1.762676287,5.377933695,3.084478249,0.0,9.07914747,1.792608143,0.0,2.987769065,3.525431547,0.066001952,0.000251059,0.003280104,0.051408345999999994,0.0,0.0,0.0,0.0,0.0,0.0,0.259579344,0.0,0.5264558100000001,0.0,0.141633108,0.044328438,1.906739194,0.0,0.0,0.073059862,2.0,2.0,"[0, 4]","[1, 3]"
61x61,1.291870106,0.597533596,8.123881824,6.7932247310000005,0.0,1.227819495,1.792608143,10.564604525,3.701213775,0.0,6.702555833000001,3.5853237,3.084478249,1.8253530910000002,0.0,0.597533596,13.989094344,5.975414182,0.597533596,5.4434210610000004,0.0,6.106337377,0.597533596,0.0,0.0,22.147629003,0.0,2.422897712,4.312297744,0.0,2.422897712,0.597533596,11.444138679,6.170442666,0.0,0.0,0.0,16.630645832,0.0,0.0,0.0,0.0,4.409039503,3.078443907,2.422897712,56.405659240000006,0.597533596,9.021150105,8.539559535,73.49935867800001,0.0,0.0,1.850624412,1.850624412,0.0,2.422897712,3.6759775030000004,4.973844887,0.597533596,0.597533596,3.5853237,80.14575690699999,3.643232555,2.422897712,0.0,1.792608143,19.709669046000002,1.291870106,0.0,1.291870106,0.597533596,1.227819495,0.0,1.291870106,15.411876672,1.291870106,1.227819495,95.012963457,10.75709426,2.486948323,0.0,0.597533596,11.143561585999999,1.291870106,0.0,0.597533596,1.792608143,0.597533596,0.0,1.227819495,1.850624412,8.481641827,0.0,26.300883078,4.337572735,8.96322642,7.941948945,3.0531855919999997,5.590617477,0.0,2.519689601,0.0,6.091372249999999,48.484925372000006,3.643232555,0.0,0.0,0.0,16.281145454,2.390158475,1.195078217,0.0,13.529992657,1.195078217,18.580267782,0.0,0.0,9.254157884,79.21447953,3.5853237,0.0,4.780428052,0.0,3.701213775,0.597533596,18.403311803,0.0,5.377933695,3.084478249,1.227819495,10.306966965,1.792608143,0.0,2.987769065,1.227819495,0.066001952,0.041997439,0.005026111,0.042284195,0.025491347,0.0,0.0,0.0,0.0,0.0,0.16334854399999998,0.046094696,0.5842081630000001,0.0,0.141633108,0.29719568900000004,1.726298751,0.0,0.0,0.17128026200000002,2.0,2.0,"[0, 4]","[1, 4]"
62x62,0.0,0.597533596,1.792608143,5.8887877159999995,0.0,2.710367029,2.740298885,20.109173667,3.701213775,0.947690742,20.446181776,9.821122554999999,3.6880176760000003,0.597533596,0.0,6.2837434,24.738617063,7.738090468999999,2.360209883,4.883178598000001,0.947690742,4.853164037,2.360209883,3.525431547,0.0,31.491939522,0.0,7.4308770719999995,2.740298885,0.0,1.195078217,2.360209883,26.345426015999998,3.0904877500000003,0.0,0.0,0.0,19.525713229,2.710367029,0.0,0.0,0.0,2.360209883,1.850624412,3.905445246,44.29619015,0.597533596,12.811971717,12.064991082,70.915672266,1.895409533,1.895409533,1.850624412,2.798315154,0.0,1.195078217,3.39584875,6.180980087,0.597533596,0.597533596,8.058445988999999,34.518705397,4.590923297,6.881288021,0.0,1.792608143,6.501197614,0.0,0.0,0.0,1.5452243380000001,1.762676287,0.0,0.947690742,18.213779322,0.0,1.762676287,36.481653197,13.467461289000001,17.060608467,0.0,2.360209883,17.300577571,0.0,0.0,1.5452243380000001,3.55528443,0.597533596,0.0,0.947690742,3.613300699,14.982839441000001,1.762676287,32.786341152,3.045702629,8.96322642,14.443146559,4.122965143,4.298747371,0.0,3.790821612,0.0,6.091372249999999,22.328359906000003,3.643232555,0.0,0.0,0.0,26.55426772,6.180980087,3.0904877500000003,0.0,8.116354844,1.195078217,29.421907229,0.0,0.0,9.254157884,46.32082999,8.058445988999999,3.525431547,6.543104339,0.0,6.544298862,0.597533596,36.75118549,2.710367029,5.377933695,1.792608143,0.0,11.922232557000001,1.792608143,0.0,3.935459807,4.473122289,0.066001952,0.025647959,0.0,0.031928932,0.0,0.004078806,0.0,0.0,0.0,0.0,0.26917413199999995,0.0,0.6714172270000001,0.0,0.164942594,0.044328438,1.8616348150000002,0.0,0.0,0.073059862,2.0,2.0,"[0, 4]","[2, 3]"
63x63,0.0,0.597533596,4.248260139,8.344439712,0.0,2.175510237,2.740298885,9.532067927,3.701213775,0.947690742,11.096895531,4.533014442,3.6880176760000003,1.8253530910000002,0.0,6.2837434,25.966436557999998,5.975414182,0.597533596,7.338830594000001,0.947690742,8.001746910000001,0.597533596,0.0,0.0,29.729263234999998,0.0,3.370588454,3.96811838,0.0,2.422897712,0.597533596,15.234960291,6.773982093000001,0.0,0.0,0.0,13.702714889000001,0.947690742,0.0,0.0,0.0,1.8253530910000002,3.078443907,3.370588454,61.581390569999996,0.597533596,12.811971717,8.539559535,70.915672266,1.895409533,1.895409533,1.850624412,2.798315154,0.0,2.422897712,4.623668245,6.180980087,0.597533596,0.597533596,4.533014442,70.595669827,4.590923297,8.109107516,0.0,1.792608143,23.156320267,0.0,0.0,0.0,1.5452243380000001,1.227819495,0.0,0.947690742,13.775881001999998,0.0,1.227819495,67.117775817,11.704785002000001,1.195078217,0.0,0.597533596,15.537901284,0.0,0.0,1.5452243380000001,1.792608143,0.597533596,0.0,2.175510237,1.850624412,13.220163154000002,0.0,24.664887408,3.045702629,8.96322642,12.680470272,3.0531855919999997,4.298747371,0.0,5.018641107,0.0,6.091372249999999,23.336761012000004,3.643232555,0.0,0.0,0.0,24.037794875000003,6.180980087,3.0904877500000003,0.0,13.185813292999999,1.195078217,22.371089394,0.0,0.0,9.254157884,73.9664732,4.533014442,0.0,4.780428052,0.0,6.544298862,0.597533596,25.640719765,0.947690742,5.377933695,1.792608143,1.227819495,13.150052052000001,1.792608143,0.0,3.935459807,2.175510237,0.066001952,0.067394339,0.001746007,0.022804781,0.025491347,0.004078806,0.0,0.0,0.0,0.0,0.17294333199999998,0.046094696,0.7291695800000001,0.0,0.164942594,0.29719568900000004,1.6811943720000002,0.0,0.0,0.17128026200000002,2.0,2.0,"[0, 4]","[2, 4]"
64x64,0.0,0.597533596,4.248260139,5.501354624999999,0.0,2.990495782,1.792608143,17.26608858,3.701213775,0.0,15.987791467000001,8.873431813,1.792608143,1.8253530910000002,0.0,0.597533596,12.697224238,7.738090468999999,2.360209883,5.4434210610000004,0.0,7.869013664000001,2.360209883,3.525431547,0.0,23.91030529,0.0,7.711005825,3.020427638,0.0,2.422897712,2.360209883,23.782423898999998,4.87857256,0.0,0.0,0.0,19.805841981999997,1.762676287,0.0,0.0,0.0,3.588029378,3.078443907,4.185573999,49.01626092,0.597533596,9.021150105,12.064991082,70.915672266,0.0,0.0,1.850624412,1.850624412,0.0,2.422897712,3.6759775030000004,2.390158475,0.597533596,0.597533596,7.110755247,58.426254127,3.643232555,2.422897712,0.0,1.792608143,20.180475227000002,0.0,0.0,0.0,0.597533596,2.990495782,0.0,0.0,23.405296,0.0,2.990495782,59.553475946999995,12.519770547,17.060608467,0.0,2.360209883,11.614367767,0.0,0.0,0.597533596,3.55528443,0.597533596,0.0,1.227819495,3.613300699,10.244318114,1.762676287,34.294302406,3.045702629,8.96322642,9.704625232,6.578617139,4.298747371,0.0,1.227819495,0.0,6.091372249999999,19.830301861000002,3.643232555,0.0,0.0,0.0,22.160097595,2.390158475,1.195078217,0.0,15.763554098,1.195078217,25.631085617,0.0,0.0,9.254157884,55.84724629,7.110755247,3.525431547,6.543104339,0.0,3.701213775,0.597533596,29.449726917,1.762676287,5.377933695,1.792608143,1.227819495,10.306966965,1.792608143,0.0,2.987769065,4.7532510420000005,0.066001952,0.041997439,0.001746007,0.030019996,0.025491347,0.0,0.0,0.0,0.0,0.0,0.259579344,0.046094696,0.161191453,0.0,0.141633108,0.335369335,1.8349252280000001,0.0,0.0,0.17322784000000002,2.0,2.0,"[0, 4]","[3, 4]"
65x65,1.291870106,6.908060806,3.875621685,1.291870106,4.813664962,20.158184658,1.726967738,7.561597038,0.0,0.0,6.105535068,0.0,4.745867925,0.0,0.0,3.685975353,5.425664213,0.0,0.0,8.267662781,1.726967738,4.813664962,0.0,0.0,0.0,0.0,0.0,0.0,1.291870106,0.0,0.0,0.0,13.465512739000001,8.431843277999999,0.0,0.0,17.500918873,6.282448054,0.0,2.406826369,6.092801722,0.0,9.804219846,0.0,0.0,52.871607620000006,1.726967738,4.813664962,0.0,2.583686412,0.0,0.0,0.0,0.0,0.0,11.05868637,0.0,4.3106541499999995,0.0,0.0,0.0,80.35452828199999,8.267662781,0.0,0.0,0.0,8.199930912,1.291870106,1.726967738,1.291870106,6.092801722,1.726967738,2.406826369,1.291870106,17.025560252,9.926831969999999,7.220533434,78.479350822,2.406826369,18.140299266,0.0,1.726967738,3.018837844,1.291870106,0.0,3.453997819,1.726967738,1.726967738,0.0,0.0,0.0,0.0,0.0,6.269661765,9.791510421,6.908060806,0.0,5.181017882,1.291870106,0.0,1.291870106,2.406826369,0.0,66.34937003,1.726967738,0.0,0.0,0.0,20.901206919,4.813664962,1.726967738,6.908060806,27.095894226000002,1.726967738,11.353706392,0.0,0.0,0.0,67.626625133,5.412943091,0.0,7.371822272,0.0,0.0,0.0,1.291870106,0.0,0.0,1.291870106,1.726967738,0.0,0.0,0.0,0.0,32.939966559,0.013336755,0.089459274,0.043812536,0.09740955100000001,0.0,0.035790683,0.512899224,0.0,0.0,0.0,0.096985785,0.0,0.755078948,0.0,0.016546384,0.036513589,1.076839127,0.0,0.019736348,0.0,2.0,2.0,"[1, 2]","[0, 1]"
66x66,0.0,6.908060806,0.0,2.843085087,4.813664962,21.1058754,2.6746584799999997,6.52906044,0.0,0.947690742,10.499874766,0.947690742,5.349407352,0.0,0.0,9.372185157,17.403006427,0.0,0.0,10.163072314,2.6746584799999997,6.709074494999999,0.0,0.0,0.0,7.581634232,0.0,0.947690742,0.947690742,0.0,0.0,0.0,17.256334351,9.035382705,0.0,0.0,17.500918873,3.354517111,0.947690742,2.406826369,6.092801722,0.0,7.220533434,0.0,0.947690742,58.04733895,1.726967738,8.604486574,0.0,0.0,1.895409533,1.895409533,0.0,0.947690742,0.0,11.05868637,0.947690742,5.517789349999999,0.0,0.0,0.947690742,70.80444120199999,9.215353523000001,5.686209804,0.0,0.0,11.646582132999999,0.0,1.726967738,0.0,7.040492464,1.726967738,2.406826369,0.947690742,15.389564582,8.634961864,7.220533434,50.584163182,3.354517111,16.84842916,0.0,1.726967738,7.413177542,0.0,0.0,4.401688561,1.726967738,1.726967738,0.0,0.947690742,0.0,4.738521327,0.0,4.633666095,8.499640315,6.908060806,4.738521327,5.181017882,0.0,0.0,3.790821612,2.406826369,0.0,41.20120567,1.726967738,0.0,0.0,0.0,28.657856340000002,8.604486574,3.622377271,6.908060806,26.751714862,1.726967738,15.144528004,0.0,0.0,0.0,62.378618803,6.360633833,0.0,7.371822272,0.0,2.843085087,0.0,8.529278068,0.947690742,0.0,0.0,1.726967738,2.843085087,0.0,0.0,0.947690742,33.887657301,0.013336755,0.114856174,0.040532432,0.07793013700000001,0.0,0.039869488999999994,0.512899224,0.0,0.0,0.0,0.10658057300000001,0.0,0.9000403650000001,0.0,0.03985587,0.036513589,1.031734748,0.0,0.019736348,0.0,2.0,2.0,"[1, 2]","[0, 2]"
