coord,Ace2,Adora2a,Aldh1l1,Amigo2,Ano3,Aqp4,Ar,Arhgap36,Avpr1a,Avpr2,Baiap2,Bdnf,Bmp7,Brs3,Calcr,Cbln1,Cbln2,Cckar,Cckbr,Ccnd2,Cd24a,Cdkn1a,Cenpe,Chat,Coch,Col25a1,Cplx3,Cpne5,Creb3l1,Crhbp,Crhr1,Crhr2,Cspg5,Cxcl14,Cyp19a1,Cyp26a1,Cyr61,Dgkk,Ebf3,Egr2,Ermn,Esr1,Etv1,Fbxw13,Fezf1,Fn1,Fst,Gabra1,Gabrg1,Gad1,Galr1,Galr2,Gbx2,Gda,Gem,Gjc3,Glra3,Gpr165,Greb1,Grpr,Htr2c,Igf1r,Igf2r,Irs4,Isl1,Kiss1r,Klf4,Krt90,Lepr,Lmod1,Lpar1,Man1a,Mc4r,Mki67,Mlc1,Myh11,Ndnf,Ndrg1,Necab1,Nos1,Npas1,Npy1r,Npy2r,Ntng1,Ntsr1,Nup62cl,Omp,Onecut2,Opalin,Oprd1,Oprk1,Oprl1,Oxtr,Pak3,Pcdh11x,Pdgfra,Pgr,Plin3,Pnoc,Pou3f2,Prlr,Ramp3,Rgs2,Rgs5,Rnd3,Rxfp1,Scgn,Selplg,Sema3c,Sema4d,Serpinb1b,Serpine1,Sgk1,Slc15a3,Slc17a6,Slc17a7,Slc17a8,Slc18a2,Slco1a4,Sox4,Sox6,Sox8,Sp9,Synpr,Syt2,Syt4,Sytl4,Tacr1,Tacr3,Tiparp,Tmem108,Traf4,Trhr,Ttn,Ttyh2,Adcyap1,Cartpt,Cck,Crh,Gal,Gnrh1,Mbp,Nnat,Nts,Oxt,Penk,Scg2,Sln,Sst,Tac1,Tac2,Th,Trh,Ucn3,Vgf,Pericytes,Endothelial1
71x71,1.291870106,0.0,6.331273681,15.146902962,0.0,2.8439535850000004,0.0,5.015504544000001,0.0,1.139882859,4.135823691000001,0.0,1.291870106,1.227819495,0.0,1.139882859,2.519689601,0.0,0.0,7.015206598999999,0.0,9.283476669,0.0,0.0,0.0,0.0,0.0,1.227819495,2.519689601,0.0,1.227819495,1.139882859,1.227819495,4.975364449,0.0,1.139882859,8.268111071,5.10344118,0.0,2.279744406,0.0,1.61613409,3.811505907,1.227819495,1.227819495,168.92689831,1.139882859,0.0,0.0,2.583686412,0.0,0.0,0.0,0.0,0.0,1.227819495,1.227819495,2.583686412,0.0,0.0,0.0,86.92992738,0.0,1.227819495,0.0,0.0,21.989413452,1.291870106,0.0,37.104546446,2.279744406,1.227819495,0.0,2.4317529650000003,8.722893832,196.620513046,2.3677023540000004,124.596433432,1.61613409,1.291870106,0.0,5.699463109,1.291870106,1.291870106,0.0,0.0,0.0,0.0,0.0,1.227819495,1.139882859,0.0,0.0,5.039338408,2.9080041960000003,0.0,0.0,3.595534855,1.291870106,0.0,3.6595724600000006,0.0,0.0,48.90598124500001,5.699463109,0.0,2.279744406,1.61613409,16.281145454,0.0,0.0,3.895878496,11.502894192,1.139882859,0.0,1.139882859,0.0,0.0,80.83061362000001,0.0,4.559554603,0.0,0.0,0.0,1.61613409,2.519689601,0.0,0.0,1.291870106,1.227819495,1.227819495,0.0,0.0,0.0,1.227819495,0.0,0.122339584,0.03674489,0.036454458,0.025491347,0.052365438,0.0,0.0,0.0,0.0,0.084754025,0.046094696,0.667790533,0.0,0.0,0.291040897,1.135778226,0.0,0.0,0.100167978,2.0,2.0
72x72,0.0,0.0,0.0,14.242465947000001,0.0,4.326501119,0.947690742,14.560073686,0.0,2.087573601,17.879449634,6.235798855,1.895409533,0.0,0.0,6.826092663,13.26921232,1.762676287,1.762676287,6.454964135999999,0.947690742,8.030303329,1.762676287,3.525431547,0.0,9.344310519,0.0,6.235798855,0.947690742,0.0,0.0,2.9025591459999998,16.129106831999998,1.895409533,0.0,1.139882859,8.268111071,7.998508577,2.710367029,2.279744406,0.0,1.61613409,1.762676287,0.0,2.710367029,156.81742922,1.139882859,3.790821612,3.525431547,0.0,1.895409533,1.895409533,0.0,0.947690742,0.0,0.0,0.947690742,3.790821612,0.0,0.0,4.473122289,41.30287587,0.947690742,5.686209804,0.0,0.0,8.78094202,0.0,0.0,35.81267634,3.2274351479999996,1.762676287,0.0,2.087573601,11.524796482000001,195.32864294,2.9025591459999998,66.065123172,4.326501119,15.86553025,0.0,7.4621393959999995,7.448886090999999,0.0,0.0,0.947690742,1.762676287,0.0,0.0,0.947690742,2.9025591459999998,6.501197614,1.762676287,11.524796482000001,1.61613409,0.0,6.501197614,4.665314406,0.0,0.0,4.930704471,0.0,0.0,22.749415779,5.699463109,0.0,2.279744406,1.61613409,26.55426772,3.790821612,1.895409533,3.895878496,6.089256379,1.139882859,10.841639447,1.139882859,0.0,0.0,47.93696408,4.473122289,8.084986149999999,1.762676287,0.0,2.843085087,1.61613409,20.867563288,2.710367029,0.0,0.0,0.0,2.843085087,0.0,0.0,0.947690742,4.473122289,0.0,0.105990104,0.031718779,0.026099195000000002,0.0,0.056444244,0.0,0.0,0.0,0.0,0.190579613,0.0,0.7549995970000001,0.0,0.023309486,0.038173646,1.2711142899999999,0.0,0.0,0.001947578,2.0,2.0
73x73,0.0,0.0,2.455651996,16.698117943,0.0,3.791644327,0.947690742,3.982967946,0.0,2.087573601,8.530163389,0.947690742,1.895409533,1.227819495,0.0,6.826092663,14.497031815,0.0,0.0,8.910616132,0.947690742,11.178886202000001,0.0,0.0,0.0,7.581634232,0.0,2.175510237,2.175510237,0.0,1.227819495,1.139882859,5.018641107,5.578903876,0.0,1.139882859,8.268111071,2.175510237,0.947690742,2.279744406,0.0,1.61613409,1.227819495,1.227819495,2.175510237,174.10262964,1.139882859,3.790821612,0.0,0.0,1.895409533,1.895409533,0.0,0.947690742,0.0,1.227819495,2.175510237,3.790821612,0.0,0.0,0.947690742,77.3798403,0.947690742,6.914029299,0.0,0.0,25.436064673,0.0,0.0,35.81267634,3.2274351479999996,1.227819495,0.0,2.087573601,7.086898162,195.32864294,2.3677023540000004,96.701245792,2.563824832,0.0,0.0,5.699463109,5.686209804,0.0,0.0,0.947690742,0.0,0.0,0.0,2.175510237,1.139882859,4.738521327,0.0,3.403342738,1.61613409,0.0,4.738521327,3.595534855,0.0,0.0,6.158523966000001,0.0,0.0,23.757816885,5.699463109,0.0,2.279744406,1.61613409,24.037794875000003,3.790821612,1.895409533,3.895878496,11.158714827999999,1.139882859,3.790821612,1.139882859,0.0,0.0,75.58260729,0.947690742,4.559554603,0.0,0.0,2.843085087,1.61613409,9.757097563,0.947690742,0.0,0.0,1.227819495,4.070904582,0.0,0.0,0.947690742,2.175510237,0.0,0.147736484,0.033464786,0.016975044,0.025491347,0.056444244,0.0,0.0,0.0,0.0,0.094348813,0.046094696,0.8127519500000001,0.0,0.023309486,0.291040897,1.090673847,0.0,0.0,0.100167978,2.0,2.0
74x74,0.0,0.0,2.455651996,13.855032856000001,0.0,4.606629872,0.0,11.716988599,0.0,1.139882859,13.421059325,5.288108113,0.0,1.227819495,0.0,1.139882859,1.227819495,1.762676287,1.762676287,7.015206598999999,0.0,11.046152956,1.762676287,3.525431547,0.0,1.762676287,0.0,6.515927608,1.227819495,0.0,1.227819495,2.9025591459999998,13.566104715,3.683494343,0.0,1.139882859,8.268111071,8.27863733,1.762676287,2.279744406,0.0,1.61613409,2.990495782,1.227819495,2.990495782,161.53749999000001,1.139882859,0.0,3.525431547,0.0,0.0,0.0,0.0,0.0,0.0,1.227819495,1.227819495,0.0,0.0,0.0,3.525431547,65.2104246,0.0,1.227819495,0.0,0.0,22.460219633,0.0,0.0,35.81267634,2.279744406,2.990495782,0.0,1.139882859,16.71631316,195.32864294,4.130378641,89.136945922,3.3788103769999998,15.86553025,0.0,7.4621393959999995,1.762676287,0.0,0.0,0.0,1.762676287,0.0,0.0,1.227819495,2.9025591459999998,1.762676287,1.762676287,13.032757736,1.61613409,0.0,1.762676287,7.1209664020000005,0.0,0.0,2.3677023540000004,0.0,0.0,20.251357734,5.699463109,0.0,2.279744406,1.61613409,22.160097595,0.0,0.0,3.895878496,13.736455632999998,1.139882859,7.050817835,1.139882859,0.0,0.0,57.463380380000004,3.525431547,8.084986149999999,1.762676287,0.0,0.0,1.61613409,13.566104715,1.762676287,0.0,0.0,1.227819495,1.227819495,0.0,0.0,0.0,4.7532510420000005,0.0,0.122339584,0.033464786,0.024190259000000002,0.025491347,0.052365438,0.0,0.0,0.0,0.0,0.18098482500000002,0.046094696,0.244773823,0.0,0.0,0.329214543,1.244404703,0.0,0.0,0.10211555600000001,2.0,2.0
75x75,1.291870106,0.0,3.875621685,1.291870106,4.813664962,12.132090170000001,0.0,3.875621685,0.0,0.0,7.721669158,0.0,1.291870106,0.0,0.0,0.0,3.698696475,0.0,0.0,15.329621042,0.0,8.045999612,0.0,0.0,0.0,0.0,0.0,0.0,1.291870106,0.0,0.0,0.0,2.406826369,1.291870106,0.0,0.0,10.106359378,6.282448054,0.0,2.406826369,2.406826369,12.132090170000001,9.804219846,0.0,0.0,212.32273054000004,0.0,4.813664962,0.0,2.583686412,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.583686412,0.0,0.0,0.0,73.21455510999999,4.813664962,0.0,0.0,0.0,1.291870106,1.291870106,0.0,2.9080041960000003,2.406826369,0.0,2.406826369,1.291870106,17.025560252,29.992815586000003,7.220533434,68.704306032,4.022960459,18.140299266,0.0,0.0,1.291870106,1.291870106,0.0,5.2579199,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.583686412,7.721669158,0.0,0.0,0.0,1.291870106,0.0,1.291870106,2.406826369,0.0,67.96550412,0.0,0.0,0.0,1.61613409,20.901206919,15.329621042,0.0,1.61613409,2.9080041960000003,0.0,9.626738654,0.0,0.0,0.0,65.55678387,0.0,0.0,0.0,0.0,0.0,1.61613409,1.291870106,0.0,0.0,1.291870106,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.064681667,0.033080586,0.029762679,0.0,0.049236426,0.0,0.0,0.0,0.0,0.012122967,0.0,0.711960749,0.0,0.0,0.0,1.0836021359999999,0.010678902,0.0,0.0,2.0,2.0
76x76,0.0,0.0,0.0,2.843085087,4.813664962,13.079780912000002,0.947690742,2.843085087,0.0,0.947690742,12.116008856,0.947690742,1.895409533,0.0,0.0,5.686209804,15.676038688999999,0.0,0.0,17.225030574999998,0.947690742,9.941409145,0.0,0.0,0.0,7.581634232,0.0,0.947690742,0.947690742,0.0,0.0,0.0,6.197647980999999,1.895409533,0.0,0.0,10.106359378,3.354517111,0.947690742,2.406826369,2.406826369,12.132090170000001,7.220533434,0.0,0.947690742,217.49846187000003,0.0,8.604486574,0.0,0.0,1.895409533,1.895409533,0.0,0.947690742,0.0,0.0,0.947690742,3.790821612,0.0,0.0,0.947690742,63.664468029999995,5.761355704,5.686209804,0.0,0.0,4.738521327,0.0,0.0,1.61613409,3.354517111,0.0,2.406826369,0.947690742,15.389564582,28.70094548,7.220533434,40.809118392,4.970651201,16.84842916,0.0,0.0,5.686209804,0.0,0.0,6.205610642,0.0,0.0,0.0,0.947690742,0.0,4.738521327,0.0,0.947690742,6.429799052,0.0,4.738521327,0.0,0.0,0.0,3.790821612,2.406826369,0.0,42.817339759999996,0.0,0.0,0.0,1.61613409,28.657856340000002,19.120442653999998,1.895409533,1.61613409,2.563824832,0.0,13.417560266,0.0,0.0,0.0,60.30877754,0.947690742,0.0,0.0,0.0,2.843085087,1.61613409,8.529278068,0.947690742,0.0,0.0,0.0,2.843085087,0.0,0.0,0.947690742,0.947690742,0.0,0.090078567,0.029800482000000003,0.010283265,0.0,0.053315232,0.0,0.0,0.0,0.0,0.021717755,0.0,0.856922166,0.0,0.023309486,0.0,1.038497757,0.010678902,0.0,0.0,2.0,2.0
77x77,0.0,0.0,0.0,0.0,4.813664962,13.894766457000001,0.0,10.57710574,0.0,0.0,17.006904792,5.288108113,0.0,0.0,0.0,0.0,2.406826369,1.762676287,1.762676287,15.329621042,0.0,9.808675898999999,1.762676287,3.525431547,0.0,1.762676287,0.0,5.288108113,0.0,0.0,0.0,1.762676287,14.745111589,0.0,0.0,0.0,10.106359378,9.457644204000001,1.762676287,2.406826369,2.406826369,12.132090170000001,8.983209721,0.0,1.762676287,204.93333222000004,0.0,4.813664962,3.525431547,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.525431547,51.49505233,4.813664962,0.0,0.0,0.0,1.762676287,0.0,0.0,1.61613409,2.406826369,1.762676287,2.406826369,0.0,25.01897958,28.70094548,8.983209721,33.244818522,5.785636746,32.71395941,0.0,1.762676287,1.762676287,0.0,0.0,5.2579199,1.762676287,0.0,0.0,0.0,1.762676287,1.762676287,1.762676287,10.57710574,6.429799052,0.0,1.762676287,3.525431547,0.0,0.0,0.0,2.406826369,0.0,39.310880608999994,0.0,0.0,0.0,1.61613409,26.78015906,15.329621042,0.0,1.61613409,5.141565637,0.0,16.677556489,0.0,0.0,0.0,42.18955063,3.525431547,3.525431547,1.762676287,0.0,0.0,1.61613409,12.33828522,1.762676287,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.525431547,0.0,0.064681667,0.029800482000000003,0.01749848,0.0,0.049236426,0.0,0.0,0.0,0.0,0.108353767,0.0,0.288944039,0.0,0.0,0.038173646,1.192228613,0.010678902,0.0,0.001947578,2.0,2.0
78x78,0.0,0.0,2.455651996,2.455651996,4.813664962,13.359909665000002,0.0,0.0,0.0,0.0,7.657618547,0.0,0.0,1.227819495,0.0,0.0,3.6346458640000003,0.0,0.0,17.785273038,0.0,12.957258772,0.0,0.0,0.0,0.0,0.0,1.227819495,1.227819495,0.0,1.227819495,0.0,3.6346458640000003,3.683494343,0.0,0.0,10.106359378,3.6346458640000003,0.0,2.406826369,2.406826369,12.132090170000001,8.448352929,1.227819495,1.227819495,222.21853264000003,0.0,4.813664962,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.227819495,1.227819495,0.0,0.0,0.0,0.0,87.57201676,4.813664962,1.227819495,0.0,0.0,18.41779894,0.0,0.0,1.61613409,2.406826369,1.227819495,2.406826369,0.0,20.581081259999998,28.70094548,8.448352929,63.880941142,4.022960459,16.84842916,0.0,0.0,0.0,0.0,0.0,5.2579199,0.0,0.0,0.0,1.227819495,0.0,0.0,0.0,2.455651996,6.429799052,0.0,0.0,2.455651996,0.0,0.0,1.227819495,2.406826369,0.0,40.319281715,0.0,0.0,0.0,1.61613409,24.263686215,15.329621042,0.0,1.61613409,10.211024085999998,0.0,9.626738654,0.0,0.0,0.0,69.83519384,0.0,0.0,0.0,0.0,0.0,1.61613409,1.227819495,0.0,0.0,0.0,1.227819495,1.227819495,0.0,0.0,0.0,1.227819495,0.0,0.106428047,0.031546489000000004,0.008374329,0.025491347,0.049236426,0.0,0.0,0.0,0.0,0.012122967,0.046094696,0.34669639199999996,0.0,0.0,0.291040897,1.01178817,0.010678902,0.0,0.100167978,2.0,2.0
79x79,1.291870106,0.0,3.875621685,4.134955193,0.0,13.079780912000002,0.947690742,6.718706772,0.0,0.947690742,8.594214000000001,0.947690742,3.1872796389999998,0.0,0.0,5.686209804,14.561082425999999,0.0,0.0,12.411365613000001,0.947690742,5.127744183,0.0,0.0,0.0,7.581634232,0.0,0.947690742,2.239560848,0.0,0.0,0.0,3.790821612,3.1872796389999998,0.0,0.0,10.106359378,4.823312427,0.947690742,0.0,0.0,12.132090170000001,2.583686412,0.0,0.947690742,221.49989437000002,0.0,3.790821612,0.0,2.583686412,1.895409533,1.895409533,0.0,0.947690742,0.0,0.0,0.947690742,6.374508024,0.0,0.0,0.947690742,55.04312996,0.947690742,5.686209804,0.0,0.0,6.030391433,1.291870106,0.0,2.9080041960000003,0.947690742,0.0,0.0,2.239560848,3.5313771540000003,29.992815586000003,0.0,74.165017282,2.563824832,1.291870106,0.0,0.0,6.97807991,1.291870106,0.0,6.205610642,0.0,0.0,0.0,0.947690742,0.0,4.738521327,0.0,3.5313771540000003,2.9080041960000003,0.0,4.738521327,0.0,1.291870106,0.0,5.0826917179999995,0.0,0.0,51.40403929000001,0.0,0.0,0.0,1.61613409,20.675315579,14.306777692,1.895409533,1.61613409,3.855694938,0.0,3.790821612,0.0,0.0,0.0,71.30419732000001,0.947690742,0.0,0.0,0.0,2.843085087,1.61613409,9.821148174,0.947690742,0.0,1.291870106,0.0,2.843085087,0.0,0.0,0.947690742,0.947690742,0.0,0.090078567,0.032925069,0.028362403,0.0,0.053315232,0.0,0.0,0.0,0.0,0.021717755,0.0,1.2799388760000001,0.0,0.023309486,0.0,0.9307130509999999,0.010678902,0.0,0.0,2.0,2.0
80x80,1.291870106,0.0,3.875621685,1.291870106,0.0,13.894766457000001,0.0,14.452727425,0.0,0.0,13.485109936,5.288108113,1.291870106,0.0,0.0,0.0,1.291870106,1.762676287,1.762676287,10.51595608,0.0,4.995010937,1.762676287,3.525431547,0.0,1.762676287,0.0,5.288108113,1.291870106,0.0,0.0,1.762676287,12.33828522,1.291870106,0.0,0.0,10.106359378,10.92643952,1.762676287,0.0,0.0,12.132090170000001,4.346362699,0.0,1.762676287,208.93476472000003,0.0,0.0,3.525431547,2.583686412,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.583686412,0.0,0.0,3.525431547,42.87371426,0.0,0.0,0.0,0.0,3.054546393,1.291870106,0.0,2.9080041960000003,0.0,1.762676287,0.0,1.291870106,13.160792152,29.992815586000003,1.762676287,66.600717412,3.3788103769999998,17.157400356,0.0,1.762676287,3.054546393,1.291870106,0.0,5.2579199,1.762676287,0.0,0.0,0.0,1.762676287,1.762676287,1.762676287,13.160792152,2.9080041960000003,0.0,1.762676287,3.525431547,1.291870106,0.0,1.291870106,0.0,0.0,47.897580139000006,0.0,0.0,0.0,1.61613409,18.797618299,10.51595608,0.0,1.61613409,6.433435743,0.0,7.050817835,0.0,0.0,0.0,53.184970410000005,3.525431547,3.525431547,1.762676287,0.0,0.0,1.61613409,13.630155325999999,1.762676287,0.0,1.291870106,0.0,0.0,0.0,0.0,0.0,3.525431547,0.0,0.064681667,0.032925069,0.035577618000000005,0.0,0.049236426,0.0,0.0,0.0,0.0,0.108353767,0.0,0.711960749,0.0,0.0,0.038173646,1.0844439069999998,0.010678902,0.0,0.001947578,2.0,2.0
81x81,1.291870106,0.0,6.331273681,3.7475221019999996,0.0,13.359909665000002,0.0,3.875621685,0.0,0.0,4.135823691000001,0.0,1.291870106,1.227819495,0.0,0.0,2.519689601,0.0,0.0,12.971608076,0.0,8.14359381,0.0,0.0,0.0,0.0,0.0,1.227819495,2.519689601,0.0,1.227819495,0.0,1.227819495,4.975364449,0.0,0.0,10.106359378,5.10344118,0.0,0.0,0.0,12.132090170000001,3.811505907,1.227819495,1.227819495,226.21996514000003,0.0,0.0,0.0,2.583686412,0.0,0.0,0.0,0.0,0.0,1.227819495,1.227819495,2.583686412,0.0,0.0,0.0,78.95067868999999,0.0,1.227819495,0.0,0.0,19.709669046000002,1.291870106,0.0,2.9080041960000003,0.0,1.227819495,0.0,1.291870106,8.722893832,29.992815586000003,1.227819495,97.236840032,1.61613409,1.291870106,0.0,0.0,1.291870106,1.291870106,0.0,5.2579199,0.0,0.0,0.0,1.227819495,0.0,0.0,0.0,5.039338408,2.9080041960000003,0.0,0.0,2.455651996,1.291870106,0.0,2.519689601,0.0,0.0,48.90598124500001,0.0,0.0,0.0,1.61613409,16.281145454,10.51595608,0.0,1.61613409,11.502894192,0.0,0.0,0.0,0.0,0.0,80.83061362000001,0.0,0.0,0.0,0.0,0.0,1.61613409,2.519689601,0.0,0.0,1.291870106,1.227819495,1.227819495,0.0,0.0,0.0,1.227819495,0.0,0.106428047,0.034671076,0.026453467,0.025491347,0.049236426,0.0,0.0,0.0,0.0,0.012122967,0.046094696,0.769713102,0.0,0.0,0.291040897,0.904003464,0.010678902,0.0,0.100167978,2.0,2.0
82x82,0.0,0.0,0.0,2.843085087,0.0,14.842457199000002,0.947690742,13.420190827,0.0,0.947690742,17.879449634,6.235798855,1.895409533,0.0,0.0,5.686209804,13.26921232,1.762676287,1.762676287,12.411365613000001,0.947690742,6.89042047,1.762676287,3.525431547,0.0,9.344310519,0.0,6.235798855,0.947690742,0.0,0.0,1.762676287,16.129106831999998,1.895409533,0.0,0.0,10.106359378,7.998508577,2.710367029,0.0,0.0,12.132090170000001,1.762676287,0.0,2.710367029,214.11049605000002,0.0,3.790821612,3.525431547,0.0,1.895409533,1.895409533,0.0,0.947690742,0.0,0.0,0.947690742,3.790821612,0.0,0.0,4.473122289,33.32362718,0.947690742,5.686209804,0.0,0.0,6.501197614,0.0,0.0,1.61613409,0.947690742,1.762676287,0.0,0.947690742,11.524796482000001,28.70094548,1.762676287,38.705529772,4.326501119,15.86553025,0.0,1.762676287,7.448886090999999,0.0,0.0,6.205610642,1.762676287,0.0,0.0,0.947690742,1.762676287,6.501197614,1.762676287,11.524796482000001,1.61613409,0.0,6.501197614,3.525431547,0.0,0.0,3.790821612,0.0,0.0,22.749415779,0.0,0.0,0.0,1.61613409,26.55426772,14.306777692,1.895409533,1.61613409,6.089256379,0.0,10.841639447,0.0,0.0,0.0,47.93696408,4.473122289,3.525431547,1.762676287,0.0,2.843085087,1.61613409,20.867563288,2.710367029,0.0,0.0,0.0,2.843085087,0.0,0.0,0.947690742,4.473122289,0.0,0.090078567,0.029644965000000002,0.016098204,0.0,0.053315232,0.0,0.0,0.0,0.0,0.11794855500000001,0.0,0.856922166,0.0,0.023309486,0.038173646,1.039339528,0.010678902,0.0,0.001947578,2.0,2.0
83x83,0.0,0.0,2.455651996,5.298737083,0.0,14.307600407000002,0.947690742,2.843085087,0.0,0.947690742,8.530163389,0.947690742,1.895409533,1.227819495,0.0,5.686209804,14.497031815,0.0,0.0,14.867017609000001,0.947690742,10.039003343000001,0.0,0.0,0.0,7.581634232,0.0,2.175510237,2.175510237,0.0,1.227819495,0.0,5.018641107,5.578903876,0.0,0.0,10.106359378,2.175510237,0.947690742,0.0,0.0,12.132090170000001,1.227819495,1.227819495,2.175510237,231.39569647000002,0.0,3.790821612,0.0,0.0,1.895409533,1.895409533,0.0,0.947690742,0.0,1.227819495,2.175510237,3.790821612,0.0,0.0,0.947690742,69.40059160999999,0.947690742,6.914029299,0.0,0.0,23.156320267,0.0,0.0,1.61613409,0.947690742,1.227819495,0.0,0.947690742,7.086898162,28.70094548,1.227819495,69.341652392,2.563824832,0.0,0.0,0.0,5.686209804,0.0,0.0,6.205610642,0.0,0.0,0.0,2.175510237,0.0,4.738521327,0.0,3.403342738,1.61613409,0.0,4.738521327,2.455651996,0.0,0.0,5.018641107,0.0,0.0,23.757816885,0.0,0.0,0.0,1.61613409,24.037794875000003,14.306777692,1.895409533,1.61613409,11.158714827999999,0.0,3.790821612,0.0,0.0,0.0,75.58260729,0.947690742,0.0,0.0,0.0,2.843085087,1.61613409,9.757097563,0.947690742,0.0,0.0,1.227819495,4.070904582,0.0,0.0,0.947690742,2.175510237,0.0,0.131824947,0.031390972,0.006974053,0.025491347,0.053315232,0.0,0.0,0.0,0.0,0.021717755,0.046094696,0.9146745190000001,0.0,0.023309486,0.291040897,0.858899085,0.010678902,0.0,0.100167978,2.0,2.0
84x84,0.0,0.0,2.455651996,2.455651996,0.0,15.122585952000001,0.0,10.57710574,0.0,0.0,13.421059325,5.288108113,0.0,1.227819495,0.0,0.0,1.227819495,1.762676287,1.762676287,12.971608076,0.0,9.906270097,1.762676287,3.525431547,0.0,1.762676287,0.0,6.515927608,1.227819495,0.0,1.227819495,1.762676287,13.566104715,3.683494343,0.0,0.0,10.106359378,8.27863733,1.762676287,0.0,0.0,12.132090170000001,2.990495782,1.227819495,2.990495782,218.83056682000003,0.0,0.0,3.525431547,0.0,0.0,0.0,0.0,0.0,0.0,1.227819495,1.227819495,0.0,0.0,0.0,3.525431547,57.23117591,0.0,1.227819495,0.0,0.0,20.180475227000002,0.0,0.0,1.61613409,0.0,2.990495782,0.0,0.0,16.71631316,28.70094548,2.990495782,61.777352522,3.3788103769999998,15.86553025,0.0,1.762676287,1.762676287,0.0,0.0,5.2579199,1.762676287,0.0,0.0,1.227819495,1.762676287,1.762676287,1.762676287,13.032757736,1.61613409,0.0,1.762676287,5.9810835430000004,0.0,0.0,1.227819495,0.0,0.0,20.251357734,0.0,0.0,0.0,1.61613409,22.160097595,10.51595608,0.0,1.61613409,13.736455632999998,0.0,7.050817835,0.0,0.0,0.0,57.463380380000004,3.525431547,3.525431547,1.762676287,0.0,0.0,1.61613409,13.566104715,1.762676287,0.0,0.0,1.227819495,1.227819495,0.0,0.0,0.0,4.7532510420000005,0.0,0.106428047,0.031390972,0.014189268000000001,0.025491347,0.049236426,0.0,0.0,0.0,0.0,0.108353767,0.046094696,0.34669639199999996,0.0,0.0,0.329214543,1.012629941,0.010678902,0.0,0.10211555600000001,2.0,2.0
85x85,1.291870106,0.0,3.875621685,5.844388424,6.634644916,2.526647102,2.731470392,3.875621685,0.0,0.0,7.721669158,0.910513012,3.11285006,0.0,0.910513012,0.0,3.698696475,0.0,0.0,8.455610064,1.820979954,8.045999612,0.0,0.0,0.0,0.0,0.0,0.0,1.291870106,0.0,0.0,0.0,2.406826369,2.202383118,0.910513012,0.0,7.57990987,7.1929610660000005,0.0,2.406826369,2.406826369,1.61613409,9.804219846,0.910513012,0.0,145.39055478999998,0.0,4.813664962,0.910513012,2.583686412,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.583686412,0.0,0.0,0.0,80.498553389,4.813664962,0.0,0.0,0.0,1.291870106,1.291870106,0.910513012,33.867505946,3.317339381,1.820979954,2.406826369,1.291870106,17.025560252,144.410009546,7.220533434,76.898845894,4.022960459,18.140299266,0.0,4.552518318,1.291870106,1.291870106,0.0,0.0,0.0,1.820979954,0.0,0.0,0.0,0.0,0.0,2.583686412,7.721669158,0.0,0.0,2.731470392,1.291870106,0.0,4.023340498,2.406826369,0.0,68.876017132,0.910513012,0.910513012,0.0,1.61613409,20.901206919,4.813664962,0.0,3.4371140440000003,7.460522514,0.0,9.626738654,0.0,0.0,0.910513012,65.55678387,0.0,0.0,0.0,0.0,0.0,3.4371140440000003,1.291870106,0.0,0.910513012,1.291870106,0.0,0.910513012,0.910513012,0.0,0.0,0.910513012,0.0,0.09310667,0.016273268,0.041929972999999995,0.0,0.06652277000000001,0.0,0.0,0.0,0.0,0.060246381999999994,0.0,0.7486215410000001,0.0,0.0,0.0,1.29434243,0.0,0.0,0.0,2.0,2.0
