coord,Ace2,Adora2a,Aldh1l1,Amigo2,Ano3,Aqp4,Ar,Arhgap36,Avpr1a,Avpr2,Baiap2,Bdnf,Bmp7,Brs3,Calcr,Cbln1,Cbln2,Cckar,Cckbr,Ccnd2,Cd24a,Cdkn1a,Cenpe,Chat,Coch,Col25a1,Cplx3,Cpne5,Creb3l1,Crhbp,Crhr1,Crhr2,Cspg5,Cxcl14,Cyp19a1,Cyp26a1,Cyr61,Dgkk,Ebf3,Egr2,Ermn,Esr1,Etv1,Fbxw13,Fezf1,Fn1,Fst,Gabra1,Gabrg1,Gad1,Galr1,Galr2,Gbx2,Gda,Gem,Gjc3,Glra3,Gpr165,Greb1,Grpr,Htr2c,Igf1r,Igf2r,Irs4,Isl1,Kiss1r,Klf4,Krt90,Lepr,Lmod1,Lpar1,Man1a,Mc4r,Mki67,Mlc1,Myh11,Ndnf,Ndrg1,Necab1,Nos1,Npas1,Npy1r,Npy2r,Ntng1,Ntsr1,Nup62cl,Omp,Onecut2,Opalin,Oprd1,Oprk1,Oprl1,Oxtr,Pak3,Pcdh11x,Pdgfra,Pgr,Plin3,Pnoc,Pou3f2,Prlr,Ramp3,Rgs2,Rgs5,Rnd3,Rxfp1,Scgn,Selplg,Sema3c,Sema4d,Serpinb1b,Serpine1,Sgk1,Slc15a3,Slc17a6,Slc17a7,Slc17a8,Slc18a2,Slco1a4,Sox4,Sox6,Sox8,Sp9,Synpr,Syt2,Syt4,Sytl4,Tacr1,Tacr3,Tiparp,Tmem108,Traf4,Trhr,Ttn,Ttyh2,Adcyap1,Cartpt,Cck,Crh,Gal,Gnrh1,Mbp,Nnat,Nts,Oxt,Penk,Scg2,Sln,Sst,Tac1,Tac2,Th,Trh,Ucn3,Vgf,Astrocyte,Endothelial2,Astrocytecells
66x66,0.690985953,5.26525207,49.039271512,8.258726308,0.34548853,39.905507839,5.956243592,3.9708791440000004,1.294457406,0.0,7.947056829999999,0.0,26.387185132,0.0,0.0,0.0,6.482695318,0.690985953,1.294457406,12.604007182,0.0,6.474284889,0.0,0.34548853,1.21216907,2.594150651,0.0,4.403967012,0.34548853,0.34548853,1.0364793,0.0,25.683800404,20.962937868,0.0,0.0,5.466173119,2.588888782,0.0,0.0,0.690985953,4.293644904000001,19.4727431,0.34548853,0.0,6.476898683,1.280184557,3.869073339,8.635461029,20.982637395,0.0,1.294457406,1.294457406,1.6399459360000002,0.0,0.0,0.690985953,10.015246858,0.0,0.0,1.280184557,33.933158732,4.808998822,2.934377312,0.0,0.34548853,6.653057992,0.34548853,0.0,3.9708791440000004,3.6253680820000005,8.468208351,0.86668054,0.86668054,81.121638621,36.685019274,1.733316984,8.380020895,4.395491903,0.0,0.34548853,5.352892121,1.294457406,1.0364793,0.34548853,0.0,1.985443359,2.588888782,3.183344397,0.690985953,0.0,0.690985953,2.316663857,9.47081817,4.1323084560000005,52.30343579,3.883261708,5.007344827000001,2.418456045,10.850294220999999,3.883261708,0.0,0.690985953,103.77943189999999,6.576139827,0.34548853,0.0,1.985443359,1.0364793,1.0364793,0.34548853,1.21216907,2.248670902,1.21216907,1.733316984,0.0,0.34548853,1.9711705099999999,14.50957867,4.672961153999999,14.358940428,27.771142428999998,1.21216907,1.21216907,0.690985953,5.440928201,2.330936706,1.5576664930000002,2.330936706,4.661870666,0.690985953,2.078805514,0.0,0.0,23.354816778,0.014057076,0.025621225,0.035520235,0.06269158999999999,0.0,0.019981277,0.0,0.13991377,0.0,0.0,0.0,0.0,1.347598339,0.0,0.0,0.0,0.583408155,0.01306404,0.001579784,0.0,2.0,2.0,"[0, 2]"
67x67,0.690985953,1.381990362,47.291663426,8.193708513,0.34548853,42.429378826000004,4.596852870999999,2.223271058,0.0,0.0,8.723326369999999,0.0,31.886682652,0.0,0.0,0.841280696,6.870801343,1.5322666489999999,0.0,3.0899515980000003,0.0,6.474284889,0.0,0.34548853,1.21216907,2.594150651,0.841280696,3.109509606,0.34548853,0.34548853,1.0364793,0.0,28.207671390999998,23.486808855,0.0,0.0,5.466173119,0.841280696,0.0,0.0,0.690985953,4.293644904000001,11.187625451999999,0.34548853,0.0,5.182441277,2.1214652529999998,1.280184557,7.341003623,12.763871316000001,0.841280696,0.0,0.841280696,0.34548853,0.0,0.0,0.690985953,4.772541889,0.0,0.0,1.280184557,25.128505612,5.6502795180000005,0.34548853,0.0,1.186769226,2.769796284,0.34548853,0.0,1.381990362,3.5603502870000003,9.244477890999999,0.86668054,1.707961236,85.5865447,7.75116261,1.733316984,9.609434476,4.395491903,0.0,0.34548853,2.764003339,0.0,1.0364793,0.34548853,0.0,0.690985953,0.841280696,3.183344397,0.690985953,0.0,1.5322666489999999,2.316663857,7.723210084,2.8378510500000003,51.334130800000004,0.0,10.831281381,3.259736741,9.555836815,0.0,0.0,0.690985953,56.783682979999995,9.941298149000001,0.34548853,0.0,1.5322666489999999,1.877759996,3.5603502870000003,1.186769226,2.053449766,4.772541889,1.21216907,2.57459768,0.0,0.34548853,1.9711705099999999,16.192142100999998,4.672961153999999,15.200221124,21.298916407999997,1.21216907,1.21216907,0.690985953,1.5576664930000002,1.0364793,2.3989471890000003,2.719042731,2.072981884,0.690985953,2.92008621,0.0,0.0,19.018352159,0.014057076,0.033536932,0.072773952,0.082219684,0.0,0.051233035,0.0,0.157436037,0.0,0.0,0.0,0.0,1.437012464,0.0,0.0,0.0,0.583408155,0.01306404,0.010742972,0.0,2.0,2.0,"[0, 3]"
68x68,1.319831857,3.268546446,50.852325764,8.814126210000001,0.34548853,45.56513629,2.7018277879999997,2.639709945,0.0,0.0,7.873610556999999,0.0,29.717867862000002,0.628845904,0.0,0.0,6.445957495,1.319831857,0.628845904,4.135226986,0.0,10.876227923,0.628845904,0.34548853,1.21216907,3.222996555,0.0,3.109509606,3.489777214,0.34548853,1.0364793,0.0,27.570356487999998,27.251468779,0.0,0.628845904,7.352729202999999,0.0,0.0,1.257719583,1.319831857,4.922490808000001,8.451313034,0.34548853,0.0,27.819857357,1.909030461,1.909030461,7.969849527,18.839943462,0.0,0.0,0.0,2.232044614,0.0,0.628845904,0.690985953,6.650613936000001,0.0,0.0,2.53790414,28.459461432,7.324441331000001,4.118582669,0.0,0.34548853,5.2852387929999995,0.34548853,0.0,7.670521272999999,6.067349758,5.879319569,0.86668054,0.86668054,93.51493545000001,35.839419014,2.991036567,15.889488935,5.024337807,0.628845904,0.34548853,8.42363179,1.257719583,1.0364793,0.34548853,0.0,0.690985953,0.628845904,3.183344397,1.319831857,0.628845904,3.206428462,2.316663857,8.139648971,4.095570633,26.05126164,1.886556084,7.449326503,2.418456045,11.442392899,1.257719583,0.0,0.690985953,126.54144955999999,15.380065273,0.34548853,0.628845904,0.690985953,1.6653252040000002,2.294198883,0.974334434,1.8410149740000001,4.135226986,1.8410149740000001,1.733316984,0.0,0.34548853,2.6000164139999997,18.282672809,7.188403662999999,15.616660011,22.556635990999997,1.21216907,1.21216907,0.690985953,1.5576664930000002,1.6653252040000002,1.5576664930000002,1.6653252040000002,5.846076023,0.690985953,3.336525097,0.0,0.0,20.692513972,0.014057076,0.019814776,0.035520235,0.07871538,0.0,0.0,0.0,0.032514121,0.0,0.0,0.0,0.0,1.100608697,0.0,0.028612979,0.009018433,0.583408155,0.01306404,0.001579784,0.0,2.0,2.0,"[0, 4]"
69x69,0.0,6.483075197,36.172166114999996,5.149216702,0.0,32.222438003,5.183167251,3.888794325,1.294457406,0.0,11.255109934,0.0,28.4950407,1.299905543,0.0,0.0,4.327679933,1.299905543,1.294457406,16.421707188,1.299905543,6.0467203210000005,0.0,0.0,0.86668054,0.86668054,1.299905543,1.294457406,5.199690368,0.0,0.0,0.0,21.883371965,13.707502151,0.0,0.0,5.120684589,2.588888782,0.0,0.0,0.0,4.293644904000001,20.690566226999998,0.0,0.0,1.294457406,1.280184557,3.869073339,6.907990918,11.226632858,0.0,1.294457406,1.294457406,6.494147774,0.0,0.0,1.299905543,8.633256496,1.299905543,0.0,1.280184557,25.04819221,4.726914003,2.588888782,0.0,0.0,5.616578692,2.599813489,0.0,2.588888782,9.088521585,6.922019255,0.86668054,0.86668054,64.554633439,29.77513736,1.733316984,2.161137946,4.313407084,1.299905543,0.0,2.588888782,1.294457406,0.0,0.0,0.0,3.894270895,2.588888782,2.146865097,0.0,0.0,0.0,1.280184557,6.015897242,3.4413225030000003,112.92214904,3.883261708,3.888794325,2.599813489,9.468303858999999,3.883261708,0.0,0.0,85.10537783000001,6.06644371,0.0,0.0,1.294457406,0.0,0.0,0.0,3.466494029,16.46637139,0.86668054,1.733316984,0.0,0.0,1.280184557,0.0,3.899884813,9.86745292,26.307044633,0.86668054,0.86668054,0.0,4.749942248,1.294457406,0.86668054,1.294457406,7.78857915,1.299905543,1.733316984,0.0,0.0,20.245307172,0.014057076,0.069660893,0.027792865,0.041941328,0.0,0.052191128999999996,0.0,0.259099077,0.0,0.0,0.0,0.0,1.733462358,0.0,0.0,0.0,0.56462513,0.01306404,0.001579784,0.0,2.0,2.0,"[1, 2]"
70x70,0.0,2.599813489,34.424558028999996,5.084198907,0.0,34.74630899,3.82377653,2.141186239,0.0,0.0,12.031379474000001,0.0,33.99453822,1.299905543,0.0,0.841280696,4.715785958,2.141186239,0.0,6.907651604,1.299905543,6.0467203210000005,0.0,0.0,0.86668054,0.86668054,2.141186239,0.0,5.199690368,0.0,0.0,0.0,24.407242951999997,16.231373138,0.0,0.0,5.120684589,0.841280696,0.0,0.0,0.0,4.293644904000001,12.405448579000002,0.0,0.0,0.0,2.1214652529999998,1.280184557,5.613533512,3.007866779,0.841280696,0.0,0.841280696,5.199690368,0.0,0.0,1.299905543,3.390551527,1.299905543,0.0,1.280184557,16.24353909,5.568194699,0.0,0.0,0.841280696,1.733316984,2.599813489,0.0,0.0,9.02350379,7.698288795000001,0.86668054,1.707961236,69.01953951799999,0.841280696,1.733316984,3.390551527,4.313407084,1.299905543,0.0,0.0,0.0,0.0,0.0,0.0,2.599813489,0.841280696,2.146865097,0.0,0.0,0.841280696,1.280184557,4.268289156,2.146865097,111.95284405,0.0,9.712730878999999,3.4410941850000003,8.173846453,0.0,0.0,0.0,38.109628910000005,9.431602032,0.0,0.0,0.841280696,0.841280696,2.523870987,0.841280696,4.307774725,18.990242376999998,0.86668054,2.57459768,0.0,0.0,1.280184557,1.682563431,3.899884813,10.708733616,19.834818612,0.86668054,0.86668054,0.0,0.86668054,0.0,1.707961236,1.682563431,5.199690368,1.299905543,2.57459768,0.0,0.0,15.908842553000001,0.014057076,0.0775766,0.06504658199999999,0.061469422,0.0,0.083442887,0.0,0.276621344,0.0,0.0,0.0,0.0,1.822876483,0.0,0.0,0.0,0.56462513,0.01306404,0.010742972,0.0,2.0,2.0,"[1, 3]"
71x71,0.628845904,4.486369573,37.985220367,5.704616604,0.0,37.882066454,1.9287514469999998,2.557625126,0.0,0.0,11.181663661,0.0,31.825723430000004,1.9287514469999998,0.0,0.0,4.29094211,1.9287514469999998,0.628845904,7.952926992,1.299905543,10.448663355,0.628845904,0.0,0.86668054,1.495526444,1.299905543,0.0,8.343979052,0.0,0.0,0.0,23.769928048999997,19.996033062,0.0,0.628845904,7.007240673,0.0,0.0,1.257719583,0.628845904,4.922490808000001,9.669136161,0.0,0.0,22.63741608,1.909030461,1.909030461,6.242379416,9.083938925,0.0,0.0,0.0,7.086246451999999,0.0,0.628845904,1.299905543,5.268623574,1.299905543,0.0,2.53790414,19.57449491,7.242356512000001,3.773094139,0.0,0.0,4.248759493,2.599813489,0.0,6.288530911,11.530503261,4.333130473000001,0.86668054,0.86668054,76.947930268,28.9295371,2.991036567,9.670605986,4.942252988,1.9287514469999998,0.0,5.659628451,1.257719583,0.0,0.0,0.0,2.599813489,0.628845904,2.146865097,0.628845904,0.628845904,2.515442509,1.280184557,4.684728043,3.40458468,86.66997488999999,1.886556084,6.330776001,2.599813489,10.060402537,1.257719583,0.0,0.0,107.86739548999999,14.870369155999999,0.0,0.628845904,0.0,0.628845904,1.257719583,0.628845904,4.095339933,18.352927473999998,1.495526444,1.733316984,0.0,0.0,1.909030461,3.773094139,6.4153273219999996,11.125172503,21.092538195,0.86668054,0.86668054,0.0,0.86668054,0.628845904,0.86668054,0.628845904,8.972784507,1.299905543,2.991036567,0.0,0.0,17.583004366,0.014057076,0.063854444,0.027792865,0.057965118,0.0,0.032209852,0.0,0.151699428,0.0,0.0,0.0,0.0,1.486472716,0.0,0.028612979,0.009018433,0.56462513,0.01306404,0.001579784,0.0,2.0,2.0,"[1, 4]"
72x72,0.0,3.883261708,35.71354126799999,7.673087689000001,0.0,33.446403447,6.407132695,3.4301694780000003,1.294457406,0.0,6.820727644,0.0,39.12950568,0.0,0.0,0.841280696,4.710337821,0.841280696,1.294457406,12.063297516,0.0,4.746814778,0.0,0.0,0.86668054,0.86668054,0.841280696,1.294457406,0.0,0.0,0.0,0.0,24.407242951999997,16.231373138,0.0,0.0,5.120684589,3.4301694780000003,0.0,0.0,0.0,4.293644904000001,21.45591106,0.0,0.0,1.294457406,2.1214652529999998,3.869073339,6.907990918,10.768008011000001,0.841280696,1.294457406,2.135738102,1.294457406,0.0,0.0,0.0,11.157127483,0.0,0.0,1.280184557,27.878560632000003,4.268289156,2.588888782,0.0,0.841280696,5.616578692,0.0,0.0,2.588888782,5.112759769,7.687364088,0.86668054,1.707961236,70.292075171,30.616418055999997,1.733316984,4.685008933000001,3.013501541,0.0,0.0,2.588888782,1.294457406,0.0,0.0,0.0,1.294457406,3.4301694780000003,2.146865097,0.0,0.0,0.841280696,1.280184557,6.857177938,3.4413225030000003,76.68880459,3.883261708,11.001714117999999,0.841280696,9.468303858999999,3.883261708,0.0,0.0,78.1496006,6.831788543,0.0,0.0,2.135738102,0.841280696,2.523870987,0.841280696,1.707961236,3.390551527,0.86668054,2.57459768,0.0,0.0,1.280184557,1.682563431,2.59997927,10.708733616,25.00713909,0.86668054,0.86668054,0.0,4.749942248,1.294457406,1.707961236,2.977020837,2.588888782,0.0,2.57459768,0.0,0.0,21.086587868,0.014057076,0.059158157,0.059504849,0.09400494000000001,0.0,0.071214312,0.0,0.297349807,0.0,0.0,0.0,0.0,2.1207593969999996,0.0,0.0,0.0,0.56462513,0.01306404,0.010742972,0.0,2.0,2.0,"[2, 3]"
73x73,0.628845904,5.769817792,39.27420360599999,8.293505386,0.0,36.582160911,4.512107612,3.8466083650000003,1.294457406,0.0,5.971011831,0.0,36.96069089,0.628845904,0.0,0.0,4.285493973,0.628845904,1.92330331,13.108572904,0.0,9.148757812,0.628845904,0.0,0.86668054,1.495526444,0.0,1.294457406,3.144288684,0.0,0.0,0.0,23.769928048999997,19.996033062,0.0,0.628845904,7.007240673,2.588888782,0.0,1.257719583,0.628845904,4.922490808000001,18.719598641999998,0.0,0.0,23.931873486,1.909030461,4.497919243,7.536836822000001,16.844080157,0.0,1.294457406,1.294457406,3.1810134899999998,0.0,0.628845904,0.0,13.03519953,0.0,0.0,2.53790414,31.209516452000003,5.942450969,6.361982921,0.0,0.0,8.132021201,0.0,0.0,8.877419693,7.6197592400000005,4.322205766,0.86668054,0.86668054,78.220465921,58.70467446,2.991036567,10.965063392,3.642347445,0.628845904,0.0,8.248517233,2.5521769890000003,0.0,0.0,0.0,1.294457406,3.217734686,2.146865097,0.628845904,0.628845904,2.515442509,1.280184557,7.273616825,4.699042086,51.40593543,5.769817792,7.6197592400000005,0.0,11.354859943,5.140981291,0.0,0.0,147.90736718,12.270555667,0.0,0.628845904,1.294457406,0.628845904,1.257719583,0.628845904,1.495526444,2.753236624,1.495526444,1.733316984,0.0,0.0,1.909030461,3.773094139,5.115421779,11.125172503,26.264858673,0.86668054,0.86668054,0.0,4.749942248,1.92330331,0.86668054,1.92330331,6.361982921,0.0,2.991036567,0.0,0.0,22.760749681,0.014057076,0.045436001000000004,0.022251132,0.090500636,0.0,0.019981277,0.0,0.172427891,0.0,0.0,0.0,0.0,1.7843556299999999,0.0,0.028612979,0.009018433,0.56462513,0.01306404,0.001579784,0.0,2.0,2.0,"[2, 4]"
74x74,0.628845904,1.886556084,37.526595519999994,8.228487591,0.0,39.106031898,3.152716891,2.099000279,0.0,0.0,6.747281371,0.0,42.46018841,0.628845904,0.0,0.841280696,4.673599998,1.4701266,0.628845904,3.59451732,0.0,9.148757812,0.628845904,0.0,0.86668054,1.495526444,0.841280696,0.0,3.144288684,0.0,0.0,0.0,26.293799035999996,22.519904048999997,0.0,0.628845904,7.007240673,0.841280696,0.0,1.257719583,0.628845904,4.922490808000001,10.434480994,0.0,0.0,22.63741608,2.7503111569999996,1.909030461,6.242379416,8.625314077999999,0.841280696,0.0,0.841280696,1.886556084,0.0,0.628845904,0.0,7.792494561,0.0,0.0,2.53790414,22.404863332,6.7837316649999995,3.773094139,0.0,0.841280696,4.248759493,0.0,0.0,6.288530911,7.5547414449999994,5.098475306,0.86668054,1.707961236,82.685372,29.770817796,2.991036567,12.194476972999999,3.642347445,0.628845904,0.0,5.659628451,1.257719583,0.0,0.0,0.0,0.0,1.4701266,2.146865097,0.628845904,0.628845904,3.356723205,1.280184557,5.526008739,3.40458468,50.43663044,1.886556084,13.443695794,0.841280696,10.060402537,1.257719583,0.0,0.0,100.91161826,15.635713989,0.0,0.628845904,0.841280696,1.4701266,3.78159057,1.4701266,2.33680714,5.277107611,1.495526444,2.57459768,0.0,0.0,1.909030461,5.45565757,5.115421779,11.966453199,19.792632651999998,0.86668054,0.86668054,0.0,0.86668054,0.628845904,1.707961236,2.311409335,3.773094139,0.0,3.832317263,0.0,0.0,18.424285062000003,0.014057076,0.053351708,0.059504849,0.11002873,0.0,0.051233035,0.0,0.189950158,0.0,0.0,0.0,0.0,1.8737697549999999,0.0,0.028612979,0.009018433,0.56462513,0.01306404,0.010742972,0.0,2.0,2.0,"[3, 4]"
75x75,0.690985953,3.9818038510000004,59.693996483,3.109509606,0.34548853,60.46761069200001,5.23205757,6.400244241999999,0.0,0.0,13.15770866,0.0,21.480675089,1.299905543,0.0,1.859170143,10.206491792,1.990891496,0.0,7.4483612699999995,1.299905543,6.494005874999999,0.0,0.34548853,2.141781109,2.594150651,1.299905543,4.968679749,6.474790937,0.34548853,1.0364793,0.929612039,24.615596894,20.018811945,0.0,0.0,0.34548853,2.788785337,0.0,0.0,0.690985953,1.733316984,6.581783121000001,1.2751005690000001,0.929612039,6.112053316,0.0,0.0,9.779167403,15.081666306,0.929612039,0.0,0.0,5.545178898,0.929612039,0.0,1.990891496,4.107841045,1.299905543,0.0,1.859170143,23.80673797,5.407746588,4.063836867,0.0,1.2751005690000001,2.769796284,2.945302019,0.0,1.381990362,7.536112103,10.338303201,0.86668054,0.86668054,91.07973602800001,6.909881914,1.733316984,7.085563489,4.415212888999999,2.2295175819999997,0.34548853,2.764003339,0.0,1.0364793,0.34548853,0.0,3.290799442,0.929612039,1.9031598400000003,0.690985953,0.0,1.620597992,1.0364793,8.039949805,1.5576664930000002,87.56747524999999,0.0,3.718361588,6.877439677,20.589837297,0.929612039,0.0,0.690985953,64.66907224900001,11.035123459000001,0.34548853,0.0,0.690985953,2.895649443,2.895649443,0.34548853,3.8119825590000005,19.707531895,2.141781109,1.733316984,0.0,0.34548853,0.690985953,15.439190709,8.761652034,9.817287872,30.143139671999997,1.21216907,1.21216907,0.690985953,2.4872785320000004,1.0364793,1.5576664930000002,1.966091339,10.061457589,2.920503535,2.078805514,0.0,0.0,22.001601584,0.014057076,0.056056183999999995,0.043635188,0.036580802999999995,0.0,0.032209852,0.0,0.119185307,0.0,0.0,0.000229578,0.0,1.049715425,0.0,0.0,0.0,0.550377516,0.013278390000000001,0.001579784,0.0,2.0,2.0,"[0, 1]"
76x76,0.690985953,5.26525207,60.982979721999996,5.698398388,0.34548853,59.16770514900001,7.815413735,7.689227481,1.294457406,0.0,7.947056829999999,0.0,26.615642549,0.0,0.0,1.859170143,10.201043655,0.690985953,1.294457406,12.604007182,0.0,5.194100332,0.0,0.34548853,2.141781109,2.594150651,0.0,6.263137155,1.2751005690000001,0.34548853,1.0364793,0.929612039,24.615596894,20.018811945,0.0,0.0,0.34548853,5.377674119,0.0,0.0,0.690985953,1.733316984,15.632245602,1.2751005690000001,0.929612039,7.406510722,0.0,2.588888782,11.073624809,22.841807538,0.929612039,1.294457406,1.294457406,1.6399459360000002,0.929612039,0.0,0.690985953,11.874417001,0.0,0.0,1.859170143,35.441759512,4.107841045,6.652725649000001,0.0,1.2751005690000001,6.653057992,0.34548853,0.0,3.9708791440000004,3.6253680820000005,10.327378494,0.86668054,0.86668054,92.352271681,36.685019274,1.733316984,8.380020895,3.115307346,0.929612039,0.34548853,5.352892121,1.294457406,1.0364793,0.34548853,0.0,1.985443359,3.518500821,1.9031598400000003,0.690985953,0.0,1.620597992,1.0364793,10.628838586999999,2.8521238990000004,52.30343579,3.883261708,5.007344827000001,4.277626188,21.884294703,4.812873747,0.0,0.690985953,104.709043939,8.43530997,0.34548853,0.0,1.985443359,2.895649443,2.895649443,0.34548853,1.21216907,4.107841045,2.141781109,1.733316984,0.0,0.34548853,0.690985953,15.439190709,7.461746491,9.817287872,35.31546014999999,1.21216907,1.21216907,0.690985953,6.37054024,2.330936706,1.5576664930000002,3.2605487450000004,7.450656003000001,1.620597992,2.078805514,0.0,0.0,27.179346899,0.014057076,0.037637741,0.038093455,0.069116321,0.0,0.019981277,0.0,0.13991377,0.0,0.0,0.000229578,0.0,1.347598339,0.0,0.0,0.0,0.550377516,0.013278390000000001,0.001579784,0.0,2.0,2.0,"[0, 2]"
77x77,0.690985953,1.381990362,59.235371635999996,5.633380593,0.34548853,61.69157613600001,6.4560230139999994,5.941619395,0.0,0.0,8.723326369999999,0.0,32.115140069,0.0,0.0,2.700450839,10.58914968,1.5322666489999999,0.0,3.0899515980000003,0.0,5.194100332,0.0,0.34548853,2.141781109,2.594150651,0.841280696,4.968679749,1.2751005690000001,0.34548853,1.0364793,0.929612039,27.139467880999998,22.542682931999998,0.0,0.0,0.34548853,3.6300660330000003,0.0,0.0,0.690985953,1.733316984,7.347127954,1.2751005690000001,0.929612039,6.112053316,0.841280696,0.0,9.779167403,14.623041459000001,1.7708927349999999,0.0,0.841280696,0.34548853,0.929612039,0.0,0.690985953,6.631712031999999,0.0,0.0,1.859170143,26.637106392,4.949121741,4.063836867,0.0,2.1163812650000002,2.769796284,0.34548853,0.0,1.381990362,3.5603502870000003,11.103648033999999,0.86668054,1.707961236,96.81717776,7.75116261,1.733316984,9.609434476,3.115307346,0.929612039,0.34548853,2.764003339,0.0,1.0364793,0.34548853,0.0,0.690985953,1.7708927349999999,1.9031598400000003,0.690985953,0.0,2.461878688,1.0364793,8.881230501,1.5576664930000002,51.334130800000004,0.0,10.831281381,5.118906884,20.589837297,0.929612039,0.0,0.690985953,57.713295019,11.800468292000001,0.34548853,0.0,1.5322666489999999,3.736930139,5.41952043,1.186769226,2.053449766,6.631712031999999,2.141781109,2.57459768,0.0,0.34548853,0.690985953,17.12175414,7.461746491,10.658568568,28.843234128999995,1.21216907,1.21216907,0.690985953,2.4872785320000004,1.0364793,2.3989471890000003,3.6486547700000003,4.861767221,1.620597992,2.92008621,0.0,0.0,22.842882279999998,0.014057076,0.045553447999999996,0.07534717199999999,0.088644415,0.0,0.051233035,0.0,0.157436037,0.0,0.0,0.000229578,0.0,1.437012464,0.0,0.0,0.0,0.550377516,0.013278390000000001,0.010742972,0.0,2.0,2.0,"[0, 3]"
78x78,1.319831857,3.268546446,62.796033974,6.253798290000001,0.34548853,64.8273336,4.560997931,6.358058282,0.0,0.0,7.873610556999999,0.0,29.946325279,0.628845904,0.0,1.859170143,10.164305832,1.319831857,0.628845904,4.135226986,0.0,9.596043366,0.628845904,0.34548853,2.141781109,3.222996555,0.0,4.968679749,4.419389253,0.34548853,1.0364793,0.929612039,26.502152977999998,26.307342855999998,0.0,0.628845904,2.232044614,2.788785337,0.0,1.257719583,1.319831857,2.362162888,4.6108155360000005,1.2751005690000001,0.929612039,28.749469396000002,0.628845904,0.628845904,10.408013307000001,20.699113605,0.929612039,0.0,0.0,2.232044614,0.929612039,0.628845904,0.690985953,8.509784079,0.0,0.0,3.116889726,29.968062212,6.623283554,7.836931006,0.0,1.2751005690000001,5.2852387929999995,0.34548853,0.0,7.670521272999999,6.067349758,7.738489712,0.86668054,0.86668054,104.74556851000001,35.839419014,2.991036567,15.889488935,3.7441532499999997,1.558457943,0.34548853,8.42363179,1.257719583,1.0364793,0.34548853,0.0,0.690985953,1.558457943,1.9031598400000003,1.319831857,0.628845904,4.136040501,1.0364793,9.297669388,2.8153860760000002,26.05126164,1.886556084,7.449326503,4.277626188,22.476393380999998,2.1873316220000003,0.0,0.690985953,127.471061599,17.239235416,0.34548853,0.628845904,0.690985953,3.524495347,4.153369026,0.974334434,1.8410149740000001,5.994397128999999,2.770627013,1.733316984,0.0,0.34548853,1.319831857,19.212284848,9.977189000000001,11.075007455,30.100953711999995,1.21216907,1.21216907,0.690985953,2.4872785320000004,1.6653252040000002,1.5576664930000002,2.594937243,8.63486136,1.620597992,3.336525097,0.0,0.0,24.517044093,0.014057076,0.031831292,0.038093455,0.08514011099999999,0.0,0.0,0.0,0.032514121,0.0,0.0,0.000229578,0.0,1.100608697,0.0,0.028612979,0.009018433,0.550377516,0.013278390000000001,0.001579784,0.0,2.0,2.0,"[0, 4]"
79x79,0.0,6.483075197,48.115874325,2.588888782,0.0,51.484635313000005,7.0423373940000005,7.607142661999999,1.294457406,0.0,11.255109934,0.0,28.723498117,1.299905543,0.0,1.859170143,8.046028269999999,1.299905543,1.294457406,16.421707188,1.299905543,4.766535764,0.0,0.0,1.7962925790000002,0.86668054,1.299905543,3.1536275490000003,6.129302407,0.0,0.0,0.929612039,20.815168455,12.763376227999998,0.0,0.0,0.0,5.377674119,0.0,0.0,0.0,1.733316984,16.850068729,0.929612039,0.929612039,2.224069445,0.0,2.588888782,9.346154698,13.085803001,0.929612039,1.294457406,1.294457406,6.494147774,0.929612039,0.0,1.299905543,10.492426639,1.299905543,0.0,1.859170143,26.556792989999998,4.025756226,6.307237119,0.0,0.929612039,5.616578692,2.599813489,0.0,2.588888782,9.088521585,8.781189398,0.86668054,0.86668054,75.785266499,29.77513736,1.733316984,2.161137946,3.033222527,2.2295175819999997,0.0,2.588888782,1.294457406,0.0,0.0,0.0,3.894270895,3.518500821,0.86668054,0.0,0.0,0.929612039,0.0,7.173917659000001,2.161137946,112.92214904,3.883261708,3.888794325,4.458983632000001,20.502304341,4.812873747,0.0,0.0,86.034989869,7.925613853,0.0,0.0,1.294457406,1.859170143,1.859170143,0.0,3.466494029,18.325541533,1.7962925790000002,1.733316984,0.0,0.0,0.0,0.929612039,6.68867015,5.325800364,33.851362353999995,0.86668054,0.86668054,0.0,5.679554287,1.294457406,0.86668054,2.224069445,10.577364487,2.2295175819999997,1.733316984,0.0,0.0,24.069837293,0.014057076,0.08167740899999999,0.030366085,0.048366059,0.0,0.052191128999999996,0.0,0.259099077,0.0,0.0,0.000229578,0.0,1.733462358,0.0,0.0,0.0,0.531594491,0.013278390000000001,0.001579784,0.0,2.0,2.0,"[1, 2]"
